x,y
1764370393.9159422,1527,323
1764370393.9513392,1530,324
1764370393.9861324,1530,324
1764370394.0317755,1531,325
1764370394.0759628,1537,327
1764370394.1165564,1546,330
1764370394.1467204,1550,328
1764370394.1818347,1555,325
1764370394.2115622,1551,333
1764370394.2528772,1559,334
1764370394.276794,1556,331
1764370394.3168101,1550,322
1764370394.3510597,1556,329
1764370394.3916056,1558,331
1764370394.4320796,1567,329
1764370394.4765086,1561,329
1764370394.5166678,1553,330
1764370394.5558667,1555,331
1764370394.5910475,1554,335
1764370394.626745,1553,350
1764370394.6716654,1554,367
1764370394.706938,1555,373
1764370394.7465482,1554,366
1764370394.7762864,1548,362
1764370394.8109522,1552,365
1764370394.8411818,1546,366
1764370394.871777,1548,369
1764370394.9065063,1542,371
1764370394.936777,1540,369
1764370394.9718196,1537,358
1764370395.0029132,1541,356
1764370395.0516837,1543,362
1764370395.096357,1557,370
1764370395.132069,1547,364
1764370395.1764362,1536,367
1764370395.2160685,1542,372
1764370395.2562876,1549,372
1764370395.291825,1548,369
1764370395.3211925,1543,375
1764370395.3516135,1501,386
1764370395.3915524,1506,384
1764370395.425969,1507,372
1764370395.4615493,1497,370
1764370395.4907572,1493,367
1764370395.5262496,1492,367
1764370395.5619721,1489,367
1764370395.5910275,1491,365
1764370395.6314778,1497,366
1764370395.6609216,1481,371
1764370395.6959836,1486,377
1764370395.7357311,1491,384
1764370395.7665691,1489,394
1764370395.8018258,1488,394
1764370395.8362758,1483,398
1764370395.8710842,1481,398
1764370395.9021096,1490,401
1764370395.9366558,1498,403
1764370395.9717426,1504,417
1764370396.005889,1501,418
1764370396.0414548,1499,418
1764370396.0713723,1490,410
1764370396.106544,1492,408
1764370396.136669,1495,409
1764370396.1711369,1492,413
1764370396.2008338,1496,416
1764370396.2359948,1503,414
1764370396.2716908,1505,415
1764370396.3110967,1497,419
1764370396.356228,1494,425
1764370396.4017513,1487,425
1764370396.4314888,1458,421
1764370396.468085,1453,419
1764370396.51148,1466,409
1764370396.5458708,1470,417
1764370396.5818963,1477,425
1764370396.6116402,1472,419
1764370396.6462913,1469,421
1764370396.6813538,1472,421
1764370396.7163393,1475,405
1764370396.7506766,1468,398
1764370396.787451,1475,396
1764370396.811998,1487,391
1764370396.8566358,1486,390
1764370396.8864384,1487,390
1764370396.9209495,1488,396
1764370396.9510753,1489,395
1764370396.9816706,1501,387
1764370397.0161674,1502,383
1764370397.0509007,1503,387
1764370397.101374,1496,394
1764370397.1461258,1502,393
1764370397.1760561,1497,390
1764370397.218084,1526,391
1764370397.2556012,1534,381
1764370397.3062553,1531,380
1764370397.3405812,1534,378
1764370397.3866189,1533,377
1764370397.4357755,1538,384
1764370397.4810655,1540,389
1764370397.5277588,1528,377
1764370397.606728,1529,372
1764370397.656969,1526,372
1764370397.686124,1544,369
1764370397.7062242,1555,378
1764370397.7413213,1547,383
1764370397.7708125,1544,383
1764370397.8105428,1550,391
1764370397.8408227,1555,405
1764370397.8764462,1557,397
1764370397.906607,1561,385
