x,y
1764370334.2677853,199,620
1764370334.3122833,205,625
1764370334.348268,205,624
1764370334.3869004,236,571
1764370334.4218998,255,529
1764370334.4718144,267,527
1764370334.5221183,273,523
1764370334.5521278,261,517
1764370334.5864205,246,517
1764370334.6163247,296,517
1764370334.6520875,663,516
1764370334.6813335,649,517
1764370334.7114618,629,536
1764370334.746677,627,536
1764370334.7763886,632,525
1764370334.8114119,634,525
1764370334.8465457,637,526
1764370334.8864906,641,535
1764370334.92135,628,533
1764370334.9583879,613,536
1764370335.0118103,595,535
1764370335.062186,593,540
1764370335.1021004,670,561
1764370335.1370995,679,555
1764370335.1673517,690,549
1764370335.2116826,701,564
1764370335.2518475,698,561
1764370335.2867622,702,576
1764370335.3216534,660,643
1764370335.3620834,666,658
1764370335.4018283,670,662
1764370335.4415143,679,666
1764370335.4718182,685,670
1764370335.521703,687,661
1764370335.561307,692,659
1764370335.6014194,691,655
1764370335.641338,690,652
1764370335.6865335,680,660
1764370335.7172923,685,660
1764370335.7471051,682,663
1764370335.7818093,687,660
1764370335.8121302,675,658
1764370335.8521056,664,659
1764370335.886244,648,654
1764370335.9311345,642,650
1764370335.9663103,645,655
1764370335.9969788,658,657
1764370336.0469842,664,659
1764370336.0862541,665,659
1764370336.111358,672,663
1764370336.1474657,678,662
1764370336.1767454,678,661
1764370336.2181978,670,653
