x,y
1764370291.440301,426,763
1764370291.475526,429,763
1764370291.5109909,430,760
1764370291.5458717,430,763
1764370291.580996,430,759
1764370291.615415,438,761
1764370291.6455214,440,758
1764370291.691372,439,759
1764370291.7316167,443,762
1764370291.760527,449,762
1764370291.7856088,454,765
1764370292.4720552,443,783
1764370292.510818,443,780
1764370292.5452893,443,780
1764370292.5900724,446,766
1764370292.6211185,461,813
1764370292.6658368,466,823
1764370292.705934,473,818
1764370292.7357147,477,812
1764370292.770678,478,831
1764370292.8007913,480,835
1764370292.8354428,478,838
1764370292.8650372,468,843
1764370292.9060915,463,846
1764370292.940913,461,850
1764370292.9850762,461,850
1764370293.0358531,467,843
1764370293.0700886,475,844
1764370293.1000152,474,848
1764370293.1359997,474,853
1764370293.1656637,472,848
1764370293.2070897,471,852
1764370293.2356908,477,851
1764370293.2655501,478,850
1764370293.2950208,479,851
1764370293.3302417,480,853
1764370293.36038,480,853
1764370293.4008453,477,851
1764370293.430893,475,843
1764370293.4606044,473,849
1764370293.4949656,476,847
1764370293.5250533,472,849
1764370293.560145,477,848
1764370293.590208,486,841
1764370293.621086,491,838
1764370293.6553445,487,838
1764370293.6909106,485,837
1764370293.7306445,484,835
1764370293.765294,488,836
1764370293.8053634,485,841
1764370293.8330195,491,834
1764370293.860558,487,845
1764370293.9004903,485,839
1764370293.9299545,476,841
1764370293.9601357,477,843
1764370293.9951963,481,844
1764370294.0322664,483,844
1764370294.070276,486,853
1764370294.1254315,495,857
1764370294.1649637,494,839
1764370294.2004132,496,831
1764370294.2306166,498,826
1764370294.2651992,492,836
1764370294.3006992,500,822
1764370294.3404603,508,826
1764370294.3709764,403,825
1764370294.4107118,372,808
1764370294.4554708,369,804
1764370294.4908266,372,801
1764370294.5305276,364,804
1764370294.5655818,365,793
1764370294.6007738,383,785
1764370294.6402109,392,777
1764370294.6767757,380,778
1764370294.7151115,358,783
1764370294.7505367,348,792
1764370294.7900252,364,786
1764370294.825042,373,777
1764370294.860833,380,767
1764370294.9008102,379,762
1764370294.940048,373,762
1764370294.980085,371,759
1764370295.0199752,378,748
1764370295.0557513,389,754
1764370295.0957105,391,758
1764370295.1304884,445,795
1764370295.1656485,437,803
1764370295.2098596,421,811
1764370295.2601883,421,812
1764370295.3057294,420,820
1764370295.3407335,424,827
1764370295.3760872,426,821
1764370295.4156857,423,811
