x,y
1764370340.6615958,664,636
1764370340.6969893,670,646
1764370340.731431,679,651
1764370340.7611775,684,652
1764370340.7957335,684,653
1764370340.8265843,680,651
1764370340.8610253,681,653
1764370340.8964658,736,644
1764370340.9265869,736,644
1764370340.96154,733,648
1764370340.996437,726,648
1764370341.0297284,735,649
1764370341.060694,736,647
1764370341.0957804,738,649
1764370341.1310816,726,650
1764370341.1715317,726,648
1764370341.2160609,722,643
1764370341.260764,715,635
1764370341.3059537,1091,615
1764370341.3465643,1190,609
1764370341.3967407,1222,621
1764370341.421604,1250,629
1764370341.4508586,1241,622
1764370341.491305,1226,682
1764370341.5207474,1305,904
1764370341.5614014,1323,904
1764370341.5914679,1335,899
1764370341.6316545,1336,899
1764370341.6616666,1339,897
1764370341.6974275,1343,890
1764370341.7264695,1311,947
1764370341.760928,1315,951
1764370341.7907796,1315,946
1764370341.8306842,1319,945
1764370341.8664653,1321,940
1764370341.8961134,1322,941
1764370341.9308472,1328,939
1764370341.9708285,1322,938
1764370342.0016828,1314,939
1764370342.040826,1309,940
1764370342.0657897,1349,855
1764370342.1061969,1313,943
1764370342.1415017,1314,940
1764370342.1715095,1316,941
1764370342.2061296,1212,981
1764370342.2406423,1227,930
1764370342.2769396,1210,983
1764370342.3114414,1210,984
1764370342.3557134,1209,984
1764370342.4013255,1209,982
1764370342.4411652,1209,985
1764370342.471346,1206,989
1764370342.5123703,1202,990
1764370342.5457716,1203,993
1764370342.5817466,1195,984
1764370342.6163752,1191,982
1764370342.6458333,1191,982
