x,y
1764370366.2890792,704,152
1764370366.323604,710,162
1764370366.364498,715,161
1764370366.3936036,720,158
1764370366.4242218,717,163
1764370366.4687836,719,161
1764370366.506217,731,176
1764370366.539084,810,235
1764370366.5844975,810,243
1764370366.6142347,820,249
1764370366.6493113,826,252
1764370366.678552,827,262
1764370366.70837,1036,293
1764370366.749366,1144,194
1764370366.7793665,1153,191
1764370366.8100429,1176,202
1764370366.843941,1198,198
1764370366.8905473,1197,189
1764370366.9334602,1197,173
1764370366.9691617,1195,162
1764370367.0138052,1200,170
1764370367.0540428,1201,182
1764370367.0993521,1189,170
1764370367.133632,1186,154
1764370367.1638365,1227,141
1764370367.1984165,1226,142
1764370367.2283719,1232,146
1764370367.2692285,1234,153
1764370367.3135948,1238,159
1764370367.359403,1234,173
1764370367.3937263,1234,181
1764370367.4341834,1229,173
1764370367.4642713,1223,169
1764370367.499055,1226,177
1764370367.5393343,1234,184
1764370367.569273,1225,180
1764370367.6052554,1212,179
1764370367.6342413,1208,177
1764370367.6742985,1195,178
1764370367.703293,1196,172
1764370367.744056,1196,187
1764370367.769245,1188,185
1764370367.804341,1189,181
1764370367.8388875,1181,175
1764370367.8690863,1181,181
1764370367.8983967,1185,180
1764370367.9336677,1188,180
1764370367.9639063,1195,182
1764370367.9982507,1199,189
1764370368.0387068,1209,190
1764370368.068953,1215,195
1764370368.113903,1211,194
1764370368.1632183,1205,192
1764370368.2091298,1204,183
1764370368.253212,1215,178
