x,y
1764370355.4699876,954,337
1764370355.504684,951,334
1764370355.5403764,950,326
1764370355.5700192,956,334
1764370355.6044874,963,345
1764370355.6346147,967,352
1764370355.6698153,968,346
1764370355.7048721,965,345
1764370355.7401633,958,343
1764370355.784977,952,346
1764370355.8295145,950,344
1764370355.8699248,951,343
1764370355.9152195,949,340
1764370355.939681,958,338
1764370355.9754062,960,337
1764370356.0095754,974,355
1764370356.0456507,977,359
1764370356.0749505,984,356
1764370356.115233,983,355
1764370356.1602073,978,355
1764370356.2052145,980,356
1764370356.249561,986,351
1764370356.2754025,988,331
1764370356.309716,991,324
1764370356.3446982,993,318
1764370356.3743145,987,315
1764370356.4151313,989,326
1764370356.454334,994,330
1764370356.4902723,994,344
1764370356.5193138,994,346
1764370356.554301,1000,338
1764370356.5896297,1000,326
1764370356.6203165,988,322
1764370356.6597905,981,329
1764370356.6896474,984,334
1764370356.7199662,981,338
1764370356.7596347,979,339
1764370356.7894008,973,337
1764370356.8193848,974,341
1764370356.8549078,975,336
1764370356.9000192,971,324
1764370356.939477,969,331
1764370356.989856,964,335
1764370357.0200133,952,340
1764370357.060038,975,342
1764370357.094268,965,332
1764370357.1261196,966,328
1764370357.165666,960,318
1764370357.195165,955,314
1764370357.2301695,948,307
1764370357.280142,942,304
1764370357.3247943,924,318
1764370357.3701987,932,335
1764370357.404842,945,334
1764370357.4460568,946,336
1764370357.4691875,933,335
1764370357.5099764,935,331
1764370357.5399446,949,338
1764370357.5849147,961,338
1764370357.6195583,963,341
1764370357.6551716,934,332
1764370357.6849804,934,326
1764370357.7249687,939,324
1764370357.7697797,946,323
1764370357.7999182,952,310
1764370357.839505,946,302
1764370357.8699894,933,306
1764370357.8995838,954,313
1764370357.9400628,951,311
1764370357.9692469,947,313
1764370358.0096414,937,311
1764370358.0497034,939,314
1764370358.1010482,945,305
1764370358.134827,947,282
1764370358.171199,948,275
1764370358.2098248,956,282
1764370358.2500224,958,289
1764370358.279769,966,296
1764370358.3141317,959,332
1764370358.3493106,954,334
1764370358.3798943,952,341
1764370358.414862,962,350
1764370358.4495156,972,361
1764370358.4997678,982,363
1764370358.5399754,983,365
1764370358.5741343,988,366
1764370358.6151168,983,363
1764370358.6596565,971,355
1764370358.6940987,969,357
1764370358.726095,965,368
1764370358.759107,964,371
1764370358.7997792,998,383
1764370358.8297436,1015,388
1764370358.864221,1000,407
1764370358.8941228,999,403
1764370358.9296901,996,398
1764370358.9699886,1024,340
1764370358.99473,1012,386
1764370359.0296721,1017,389
1764370359.0642858,1028,390
1764370359.094694,1037,391
1764370359.1345952,1036,391
1764370359.185013,1038,404
1764370359.230274,1034,406
1764370359.259982,1032,407
1764370359.299951,1015,408
1764370359.324947,1011,408
1764370359.3601575,1024,411
1764370359.3950746,1029,412
1764370359.4248827,1028,406
