x,y
531,428
525,422
507,416
512,424
521,440
509,434
509,436
496,436
483,429
464,417
476,402
496,407
533,419
557,431
569,446
572,444
581,417
561,388
521,403
516,425
515,437
509,428
484,452
454,465
439,459
448,473
454,481
472,467
483,440
531,410
565,412
564,414
554,426
554,435
526,421
475,421
457,421
476,434
460,451
442,448
464,465
497,482
508,480
480,462
453,452
447,452
463,463
485,468
496,464
520,467
533,455
549,430
541,420
514,424
484,444
506,436
502,411
496,406
530,415
532,411
537,414
555,429
542,428
529,416
522,405
528,408
521,422
520,439
471,464
434,487
426,496
462,477
507,481
535,480
532,465
529,454
513,455
510,450
499,444
484,451
488,445
490,432
487,419
481,418
485,415
474,406
476,393
493,402
490,393
473,404
467,408
457,425
451,435
471,447
466,458
460,458
476,439
505,438
520,448
510,467
506,481
502,491
534,497
567,510
567,501
570,501
563,500
559,503
544,483
521,453
488,462
473,472
473,470
484,460
486,445
495,430
505,426
513,410
480,409
