x,y
319,539
294,538
253,552
232,569
202,585
232,591
261,585
291,589
327,601
339,612
350,612
352,605
359,598
343,600
335,617
296,603
278,570
284,552
270,530
271,525
274,526
278,541
274,574
238,594
229,597
236,586
255,602
256,599
262,618
269,604
277,603
301,606
298,622
282,624
285,619
312,618
278,613
241,598
228,588
251,571
274,551
253,562
235,558
226,543
224,564
230,576
232,607
246,627
260,633
251,622
239,611
257,545
280,492
268,486
271,497
256,489
259,518
293,528
334,528
331,515
321,520
317,527
320,500
341,483
343,494
323,518
286,540
286,525
317,505
316,510
307,497
350,516
365,540
366,553
369,574
357,585
358,572
363,563
364,579
363,589
371,588
366,600
317,588
272,568
253,578
237,586
225,605
224,601
212,594
225,598
251,594
305,585
330,591
353,605
343,607
339,606
341,595
313,580
276,560
251,528
249,535
222,543
218,557
232,568
214,583
226,609
269,636
287,634
277,627
263,643
257,654
242,634
233,630
249,626
277,617
281,600
246,588
