x,y
1357,758
1363,757
1363,741
1361,735
1353,749
1376,756
1382,750
1398,745
1393,743
1390,749
1392,763
1390,767
1381,764
1376,778
1383,765
1383,755
1384,758
1378,747
1373,735
1363,734
1343,718
1329,703
1333,707
1344,719
1342,719
1358,723
1374,737
1371,741
1353,735
1340,730
1345,716
1347,709
1355,703
1342,685
1349,687
1343,697
1352,707
1345,697
1335,670
1348,684
1351,714
1356,740
1347,755
1341,759
1352,776
1367,798
1354,789
1373,767
1403,754
1405,758
1399,779
1400,765
1415,752
1414,748
1411,753
1403,761
1412,750
1421,746
1428,752
1421,745
1414,737
1427,718
1430,727
1430,730
1434,740
1420,746
1428,741
1419,748
1391,764
1378,768
1367,758
1376,753
1379,751
1371,738
1357,734
1361,745
1340,773
1334,781
1325,795
1291,798
1273,787
1280,784
1315,781
1319,804
1319,808
1314,793
1324,795
1332,793
1337,772
1353,759
1337,793
1335,816
1340,824
1367,803
1357,804
1326,797
1316,798
1316,781
1300,788
1320,751
1325,712
1324,726
1342,746
1335,737
1342,715
1330,720
1346,758
1336,757
1362,772
1360,772
1352,763
1325,749
1294,735
1282,726
1270,708
1268,691
1268,677
1309,695
1350,706
1374,738
