x,y
744,252
726,261
722,250
724,269
746,280
734,263
738,250
746,258
732,287
717,278
702,264
705,265
707,265
729,269
733,273
728,286
705,266
726,241
745,224
754,224
740,246
718,255
715,256
724,266
714,277
693,286
679,283
698,287
696,285
705,281
703,267
698,253
699,270
693,283
685,291
691,274
694,251
692,239
684,228
672,227
707,224
725,230
722,264
704,276
679,274
668,281
668,296
659,284
647,261
647,251
649,260
672,251
683,240
681,235
674,234
681,240
682,239
690,239
700,236
720,236
745,238
745,248
753,246
764,247
762,239
747,224
730,223
719,223
715,227
714,227
703,235
693,234
688,246
685,260
691,236
691,211
686,209
685,216
684,220
708,234
724,259
726,275
695,285
673,295
667,305
688,297
717,264
736,252
741,242
739,234
714,229
697,230
697,233
680,247
699,258
740,263
748,280
758,279
786,280
764,274
707,301
686,319
716,321
727,322
718,308
708,300
707,301
719,308
716,310
713,300
693,292
680,294
675,288
700,298
732,264
760,221
742,243
738,274
728,295
700,303
