x,y
586,660
560,656
510,606
471,579
484,578
490,587
470,584
456,592
483,629
492,632
546,681
580,714
604,700
609,683
613,658
613,649
610,650
610,656
619,645
577,623
525,597
492,598
510,610
508,604
520,600
514,602
501,595
509,641
492,665
487,705
472,717
472,711
510,717
524,705
552,686
553,662
555,628
526,594
509,590
487,594
492,582
503,579
508,593
488,589
486,585
494,581
505,587
501,602
479,622
451,643
499,664
537,675
549,669
534,675
532,668
554,662
550,678
548,701
507,725
504,727
528,711
545,683
552,675
555,682
544,692
558,706
549,716
534,705
519,709
531,716
517,716
511,707
512,688
502,676
527,652
524,644
507,632
503,620
500,614
499,618
515,618
533,634
523,641
496,634
492,640
502,643
519,649
537,652
515,660
499,658
520,665
541,662
541,670
516,700
499,696
478,686
529,665
570,659
598,660
581,653
577,648
574,650
575,654
565,630
545,646
549,700
544,743
535,730
523,727
531,726
529,709
517,689
546,640
578,623
595,620
588,624
597,594
597,594
567,609
