timestamp,target_index,target_x,target_y,original_gaze_x,original_gaze_y,spread,n_sample
2025-10-17T12:03:41.697,13,952,417,930.9333333333333,424.6333333333333,56.35093413402991,60
2025-10-17T12:03:48.109,1,729,238,703.5666666666667,259.68333333333334,32.775426940180516,60
2025-10-17T12:03:54.523,9,729,953,714.8813559322034,834.4067796610169,37.91346229750173,59
2025-10-17T12:04:00.933,12,506,417,504.5593220338983,436.52542372881356,42.982703308224465,59
2025-10-17T12:04:07.341,2,1175,238,1170.1666666666667,290.51666666666665,48.47840011569872,60
2025-10-17T12:04:13.754,11,1621,953,1560.2033898305085,943.0508474576271,50.20405932329205,59
2025-10-17T12:04:20.167,10,1175,953,1137.859649122807,871.1929824561404,64.54615571277371,57
2025-10-17T12:04:26.575,7,1621,596,1504.8474576271187,613.4406779661017,44.56877555075584,59
2025-10-17T12:04:32.979,17,1398,774,1371.0,739.95,37.59274087728463,60
2025-10-17T12:04:39.374,4,283,596,271.82758620689657,577.3275862068965,52.308938334920505,58
2025-10-17T12:04:45.770,0,283,238,284.77966101694915,254.57627118644066,58.49562382195802,59
2025-10-17T12:04:52.194,16,952,774,921.1186440677966,642.4067796610169,42.79680147633026,59
2025-10-17T12:04:58.613,14,1398,417,1354.5254237288136,367.8474576271187,43.88705437923132,59
2025-10-17T12:05:05.033,5,729,596,688.3728813559322,574.2542372881356,33.71641029077265,59
2025-10-17T12:05:11.456,3,1621,238,1590.8135593220338,271.864406779661,31.043398928984278,59
2025-10-17T12:05:17.882,6,1175,596,1132.9830508474577,552.4745762711865,37.47082365897867,59
2025-10-17T12:05:24.301,15,506,774,524.0338983050848,638.3559322033898,62.59764678892079,59
2025-10-17T12:05:30.712,8,283,953,325.0,853.7758620689655,56.26539424703322,58
