x,y
1163,233
1157,278
1136,281
1132,289
1148,323
1156,347
1177,367
1203,369
1225,351
1232,349
1218,336
1215,317
1220,291
1196,286
1174,309
1182,327
1185,351
1174,342
1168,332
1145,340
1138,337
1139,326
1161,329
1195,318
1221,311
1218,306
1187,296
1171,283
1149,293
1154,298
1152,297
1147,294
1143,301
1154,293
1148,298
1161,299
1181,301
1195,292
1184,285
1177,279
1174,276
1160,262
1152,248
1143,225
1145,219
1163,212
1182,216
1182,218
1181,219
1190,222
1195,215
1183,238
1164,261
1164,280
1167,286
1159,282
1150,285
1131,282
1124,262
1120,269
1102,249
1094,224
1078,224
1075,226
1091,249
1118,274
1114,291
1110,287
1112,285
1107,281
1096,253
1086,219
1083,207
1098,211
1120,225
1133,215
1135,235
1136,231
1125,237
1129,247
1159,265
1182,271
1174,273
1165,265
1159,256
1159,239
1145,244
1144,250
1145,259
1157,274
1172,300
1173,347
1173,360
1194,363
1210,351
1204,339
1186,344
1184,354
1183,351
1190,326
1203,316
1218,316
1221,314
1210,314
1179,318
1158,321
1168,295
1195,259
1221,244
1223,240
1214,250
1199,271
1182,289
1170,293
1158,291
1161,273
1154,262
1158,263
1176,252
1195,252
