x,y
1562,299
1530,290
1529,281
1569,281
1584,262
1577,264
1579,257
1591,269
1590,263
1578,249
1586,234
1574,265
1578,259
1601,234
1593,238
1579,250
1593,247
1599,229
1584,227
1580,220
1587,241
1604,258
1629,275
1633,269
1594,271
1594,279
1591,305
1591,308
1597,299
1606,270
1633,265
1606,270
1587,291
1583,278
1588,265
1626,254
1635,264
1610,279
1614,271
1605,253
1619,268
1600,265
1615,274
1602,261
1591,266
1576,276
1583,282
1584,296
1585,310
1578,315
1597,318
1577,302
1560,311
1575,316
1608,287
1617,273
1576,270
1574,289
1572,278
1548,288
1555,290
1564,304
1553,299
1548,275
1583,269
1607,266
1635,266
1628,274
1604,263
1614,227
1638,240
1616,262
1606,259
1602,257
1590,269
1569,266
1587,269
1610,268
1623,267
1608,273
1600,268
1591,273
1570,286
1567,294
1580,293
1600,279
1601,272
1591,276
1617,271
1595,266
1603,285
1580,320
1592,301
1574,311
1582,310
1560,331
1564,338
1577,347
1579,323
1567,313
1594,302
1595,262
1633,249
1662,274
1670,249
1674,241
1640,252
1653,238
1652,246
1648,264
1621,292
1605,306
1618,273
1623,239
1620,231
1637,237
1625,264
1611,302
1607,303
