x,y
1118,882
1123,903
1126,913
1124,913
1111,903
1116,887
1114,877
1102,878
1110,885
1128,878
1149,870
1161,868
1137,870
1134,888
1151,912
1160,917
1165,916
1161,912
1162,909
1169,914
1152,901
1144,894
1142,893
1150,883
1163,883
1186,884
1190,883
1173,850
1142,858
1130,883
1143,896
1155,910
1173,916
1187,922
1205,922
1206,924
1192,926
1175,921
1164,898
1167,883
1161,891
1147,904
1149,914
1147,905
1133,870
1123,849
1108,840
1077,805
1065,766
1055,754
1057,752
1058,741
1056,739
1073,755
1134,785
1137,796
1118,767
1117,754
1113,756
1104,784
1091,793
1106,790
1089,797
1076,828
1100,871
1095,864
1074,835
1086,822
1123,821
1150,812
1171,808
1189,826
1196,830
1192,829
1187,814
1177,811
1174,809
1171,808
1180,801
1187,801
1198,816
1199,828
1203,843
1194,857
1190,873
1201,879
1222,879
1177,908
1158,920
1174,922
1172,922
1174,923
1168,916
1178,918
1177,917
1193,914
1197,901
1177,884
1159,874
1159,887
1176,900
1177,894
1179,898
1180,887
1200,884
1200,895
1201,897
1213,902
1236,908
1247,922
1234,919
1224,906
1211,892
1159,891
