x,y
737,905
726,890
712,847
700,801
705,766
734,762
746,757
749,761
740,793
739,821
742,837
739,832
720,830
732,835
747,836
742,840
735,837
730,835
736,856
737,864
716,865
737,837
726,816
718,811
712,834
705,857
714,855
723,852
726,841
725,821
732,810
719,868
708,897
701,899
692,868
693,853
694,837
703,864
705,862
706,873
701,867
702,860
707,834
708,827
716,822
715,811
702,808
716,814
717,834
697,839
673,839
681,824
694,831
680,825
693,843
689,851
682,824
693,796
709,756
726,732
723,743
715,759
723,756
723,759
724,782
721,817
695,789
686,739
716,735
730,775
719,819
721,844
727,846
734,836
741,826
738,806
736,815
740,807
734,830
743,830
731,810
733,811
700,824
699,853
681,889
682,904
681,891
676,890
674,883
662,860
681,832
694,826
708,818
705,799
706,803
700,816
695,820
664,822
646,812
637,818
638,831
650,842
670,837
688,837
711,829
700,820
676,833
643,847
643,847
636,843
663,836
680,822
706,772
704,775
711,790
721,813
743,826
749,848
