x,y
955,468
947,466
946,469
965,472
956,479
956,473
947,475
948,483
938,486
946,489
959,480
935,476
934,466
941,467
938,466
918,467
929,466
918,484
917,495
902,488
891,484
895,474
905,446
926,394
951,355
969,349
965,384
965,417
967,431
990,406
995,380
983,381
957,380
920,391
917,410
916,421
926,433
940,438
935,396
900,382
871,387
882,376
899,363
920,349
949,367
932,385
879,386
878,363
901,355
921,349
929,346
942,342
926,369
895,409
882,446
878,467
898,462
940,443
963,423
963,424
965,438
968,446
971,430
944,423
937,425
916,411
903,389
903,368
895,381
896,364
913,388
924,399
914,459
899,474
894,473
891,462
883,463
900,440
900,434
919,424
954,410
957,355
942,327
940,327
933,340
941,334
931,347
932,366
924,382
929,403
910,404
884,384
874,369
871,365
895,371
920,402
936,447
934,494
948,500
958,485
955,471
935,472
932,470
918,469
934,480
945,495
967,479
970,462
971,459
946,463
923,460
932,446
932,423
930,398
937,388
948,380
959,382
968,396
988,428
1002,440
