x,y
1144,514
1122,533
1101,559
1110,603
1115,623
1108,621
1097,587
1115,560
1126,534
1128,517
1110,524
1102,525
1101,524
1113,529
1135,523
1149,519
1139,518
1135,504
1182,511
1182,543
1145,566
1137,566
1146,565
1122,563
1131,563
1140,560
1113,555
1065,560
1085,562
1115,575
1122,581
1111,576
1112,564
1131,556
1153,552
1165,555
1156,560
1133,559
1127,565
1112,565
1101,560
1104,553
1102,545
1098,554
1107,558
1139,543
1131,543
1113,550
1131,547
1171,542
1164,539
1178,547
1162,556
1176,554
1179,552
1177,554
1181,555
1190,557
1207,548
1210,533
1183,514
1162,511
1167,518
1154,546
1153,551
1157,564
1155,565
1161,562
1158,559
1161,548
1155,550
1135,554
1132,561
1132,560
1131,563
1151,557
1157,551
1172,540
1177,534
1182,514
1167,521
1163,513
1165,524
1168,537
1165,528
1188,543
1186,551
1185,550
1188,551
1195,546
1168,550
1157,551
1179,546
1182,571
1176,581
1172,589
1178,577
1186,581
1195,599
1194,604
1221,620
1237,597
1252,560
1256,557
1257,562
1250,576
1226,545
1215,518
1206,507
1204,500
1149,492
1122,467
1169,477
1188,472
1189,472
1197,469
1180,479
1159,498
1137,528
