timestamp,target_index,target_x,target_y,original_gaze_x,original_gaze_y,rbf_gaze_x,rbf_gaze_y,poly_gaze_x,poly_gaze_y,original_dx,original_dy,rbf_dx,rbf_dy,poly_dx,poly_dy,spread,n_samples
2025-11-15T15:37:41.288,2,1215,132,1174.1833333333334,148.5,,,,,-40,16,,,,,49.29,120
2025-11-15T15:37:47.686,0,163,132,193.475,186.29166666666666,,,,,30,54,,,,,46.13,120
2025-11-15T15:37:54.085,15,426,828,425.2773109243698,805.8403361344538,,,,,0,-22,,,,,90.5,119
2025-11-15T15:38:00.489,16,952,828,972.2016806722689,815.5126050420168,,,,,20,-12,,,,,40.8,119
2025-11-15T15:38:06.892,4,163,596,140.44166666666666,546.2083333333334,,,,,-22,-49,,,,,88.07,120
2025-11-15T15:38:13.297,1,689,132,660.4957983193277,118.56302521008404,,,,,-28,-13,,,,,32.65,119
2025-11-15T15:38:19.696,3,1741,132,1656.5169491525423,157.07627118644066,,,,,-84,25,,,,,32.97,118
2025-11-15T15:38:26.094,12,426,364,431.29661016949154,341.5169491525424,,,,,5,-22,,,,,34.85,118
2025-11-15T15:38:32.497,7,1741,596,1737.1652173913044,511.25217391304346,,,,,-3,-84,,,,,32.11,115
2025-11-15T15:38:38.888,6,1215,596,1168.4322033898304,598.1694915254237,,,,,-46,2,,,,,53.76,118
2025-11-15T15:38:51.679,17,1478,828,1622.4285714285713,824.0892857142857,,,,,144,-3,,,,,12.38,112
2025-11-15T15:38:58.073,10,1215,1060,1050.1680672268908,1020.9915966386554,,,,,-164,-39,,,,,43.95,119
2025-11-15T15:39:04.477,14,1478,364,1404.5294117647059,376.6302521008403,,,,,-73,12,,,,,52.23,119
2025-11-15T15:39:10.864,9,689,1060,768.542372881356,1068.6525423728813,,,,,79,8,,,,,50.29,118
2025-11-15T15:39:17.254,5,689,596,720.3865546218487,607.344537815126,,,,,31,11,,,,,38.47,119
2025-11-15T15:39:23.652,13,952,364,954.0333333333333,336.10833333333335,,,,,2,-27,,,,,39.07,120
2025-11-15T15:39:30.046,11,1741,1060,1840.632075471698,927.4245283018868,,,,,99,-132,,,,,23.03,106
2025-11-15T15:39:36.440,8,163,1060,217.42016806722688,1131.638655462185,,,,,54,71,,,,,83.75,119
