x,y
433,1015
435,1015
429,1009
441,986
452,981
459,986
456,1001
451,1004
445,993
452,996
458,997
469,1003
482,1009
491,1005
503,1002
509,1001
501,999
504,1004
508,1019
508,1022
507,1031
507,1017
517,980
534,968
535,964
532,961
529,968
523,987
526,1005
511,1025
511,1038
511,1029
512,1008
499,983
486,985
481,981
481,982
479,976
473,977
491,974
515,966
526,963
525,957
507,948
498,962
492,960
501,952
515,941
534,930
543,940
557,949
566,957
557,957
550,953
550,963
552,965
540,950
529,937
521,939
512,967
494,990
491,1010
495,1015
501,1024
492,1014
483,1007
488,1003
487,1003
489,997
488,980
499,969
514,956
517,949
521,948
521,952
523,963
533,964
519,950
496,948
474,966
467,982
458,1018
450,1030
441,1026
444,1026
448,1037
448,1044
435,1044
436,1047
449,1051
467,1051
480,1046
482,1038
493,1034
499,1013
506,998
516,994
521,992
520,981
528,998
526,1028
528,1030
512,1014
507,1006
506,1007
496,1007
488,1009
478,1020
450,1012
435,1008
435,1009
431,1004
427,989
433,985
446,979
455,974
467,972
481,976
486,972
