x,y
199,500
182,489
169,482
157,474
165,472
188,476
198,469
211,472
240,497
274,514
280,527
255,531
240,526
225,532
211,545
201,559
194,566
188,565
193,558
203,554
223,559
222,559
218,557
202,565
198,570
194,571
194,571
201,575
200,573
175,562
180,561
175,553
183,557
208,551
198,548
179,548
196,550
211,543
219,544
201,549
183,573
172,586
156,585
140,569
135,558
140,549
156,539
162,536
168,547
171,553
177,565
173,566
178,561
193,552
197,548
195,547
193,545
192,553
185,553
179,554
167,557
163,560
158,556
157,547
154,527
152,509
146,499
138,501
143,511
150,514
158,508
153,528
157,538
149,541
146,536
131,529
138,530
138,529
149,532
151,526
171,530
182,521
178,514
192,515
202,508
211,503
210,495
203,492
196,497
184,513
178,533
190,527
200,524
161,498
149,494
166,503
191,512
222,510
242,501
237,503
226,496
220,492
198,498
194,502
197,501
214,501
225,504
228,497
217,507
194,511
176,517
179,517
191,502
168,485
157,484
178,498
193,497
199,497
186,493
161,498
