x,y
621,804
608,814
608,828
605,832
605,832
603,837
599,836
610,837
622,836
621,841
631,851
637,838
643,834
630,851
606,854
643,850
659,857
654,848
630,855
599,870
604,881
638,864
668,830
677,858
657,878
646,879
648,860
642,859
625,863
604,877
604,869
605,863
611,861
583,840
598,821
624,815
613,813
591,820
566,824
559,838
562,837
593,817
612,804
628,794
621,808
627,829
606,825
588,820
564,816
555,809
564,803
577,813
582,817
583,817
578,815
576,808
583,799
595,787
610,788
632,798
658,824
678,835
690,813
698,777
692,773
685,786
682,802
680,818
663,837
665,859
670,890
670,897
648,885
646,885
643,880
660,886
666,878
647,870
613,861
617,891
622,906
621,898
596,874
596,851
604,856
624,848
624,839
615,830
617,833
608,832
597,826
594,820
601,824
599,839
598,838
602,836
608,841
617,853
629,853
627,846
630,854
634,864
633,876
632,887
631,876
641,857
657,838
650,823
633,818
638,813
641,823
634,840
629,850
632,858
634,875
638,881
643,878
641,876
637,869
