x,y
1462,859
1451,861
1456,862
1458,860
1475,860
1491,862
1496,863
1499,864
1502,865
1503,865
1501,868
1499,868
1483,868
1482,868
1479,868
1485,870
1496,870
1507,872
1510,874
1503,878
1506,879
1504,877
1498,870
1488,856
1479,842
1472,843
1470,849
1470,851
1469,849
1475,848
1479,851
1475,853
1474,843
1490,840
1520,857
1548,871
1542,870
1521,864
1502,857
1497,856
1496,854
1488,860
1487,867
1475,871
1489,862
1494,862
1495,862
1495,864
1493,867
1487,863
1476,866
1469,867
1464,867
1466,868
1469,867
1469,865
1471,866
1482,870
1485,872
1497,873
1508,875
1515,878
1514,878
1512,874
1504,869
1511,871
1510,870
1515,861
1480,866
1492,869
1504,865
1513,867
1515,871
1518,872
1491,870
1479,870
1484,872
1490,872
1492,872
1483,870
1484,866
1481,865
1478,860
1466,852
1467,853
1476,856
1480,861
1492,864
1511,864
1522,875
1536,891
1551,899
1546,897
1525,893
1506,890
1495,888
1488,884
1494,881
1515,877
1516,889
1512,893
1508,893
1495,891
1488,889
1493,880
1499,870
1508,855
1515,869
1515,886
1502,893
1489,892
1494,901
1522,898
1524,891
1522,892
