x,y
588,363
581,353
593,351
615,363
604,370
594,375
588,378
581,378
576,365
574,370
572,373
575,374
586,365
583,352
572,334
567,321
581,347
595,371
606,367
608,360
602,364
568,356
564,358
567,367
564,366
568,365
573,381
553,387
545,388
555,392
553,399
563,386
590,370
602,354
602,356
585,351
553,346
525,355
520,363
519,354
529,320
550,299
581,300
590,328
584,346
572,361
569,371
561,374
567,371
565,373
576,374
573,379
564,380
565,379
565,379
565,377
565,377
569,373
570,362
567,355
572,340
591,321
611,320
616,308
603,295
576,292
573,297
579,311
569,324
564,357
563,381
580,398
601,406
608,406
607,401
600,398
592,402
591,418
591,410
592,381
600,373
630,366
621,361
600,366
593,370
608,371
632,373
634,377
621,401
590,401
568,388
548,371
551,362
553,364
563,367
564,360
590,347
606,346
610,341
611,340
604,331
599,329
601,326
609,332
624,335
623,338
617,341
616,346
617,337
620,344
639,356
657,348
653,361
636,366
611,361
588,348
591,339
619,330
622,329
619,329
