x,y
1373,601
1396,607
1407,581
1397,575
1372,561
1377,572
1395,588
1401,598
1387,574
1383,539
1362,515
1363,524
1368,535
1371,526
1361,504
1358,485
1353,472
1347,489
1363,511
1375,482
1370,469
1368,487
1368,502
1371,503
1378,493
1388,491
1379,481
1366,502
1367,541
1354,552
1346,524
1343,529
1343,549
1355,540
1364,507
1377,496
1383,509
1369,516
1351,510
1352,488
1366,478
1383,479
1381,491
1375,496
1373,507
1369,511
1364,506
1353,507
1348,515
1333,517
1326,527
1310,528
1307,515
1304,502
1310,491
1314,494
1334,503
1341,483
1342,460
1345,453
1341,465
1338,486
1329,500
1331,508
1356,516
1367,502
1357,503
1357,499
1353,509
1372,512
1376,516
1368,517
1359,514
1358,493
1359,490
1365,481
1356,497
1336,481
1325,482
1360,493
1385,505
1387,516
1389,508
1381,498
1369,483
1363,483
1357,495
1360,499
1366,510
1359,529
1331,532
1318,532
1313,529
1313,526
1315,512
1320,504
1300,512
1281,522
1284,504
1298,507
1315,511
1322,501
1324,499
1329,497
1306,503
1297,502
1279,497
1274,494
1277,498
1278,503
1280,510
1279,513
1276,521
1271,528
1268,531
1292,537
1330,546
1350,562
1352,570
