x,y
469,409
470,416
449,429
425,457
426,474
429,469
437,459
439,452
432,440
425,430
427,443
438,473
434,475
424,457
421,436
430,441
448,461
457,473
448,470
444,476
448,481
465,494
479,485
489,472
493,468
497,471
493,472
496,465
496,469
499,474
494,480
497,485
493,485
489,479
473,468
468,465
461,470
437,469
435,452
460,426
480,418
494,445
502,471
485,505
475,527
472,523
477,510
478,503
481,496
481,489
481,496
474,507
468,520
481,512
502,497
515,472
503,447
477,454
474,472
482,478
477,476
462,493
444,502
440,488
461,466
481,470
513,478
523,470
516,468
489,469
466,481
464,492
457,500
475,490
480,493
482,499
473,510
468,508
473,492
505,481
533,478
545,493
541,500
515,497
500,493
477,503
486,498
503,484
518,456
506,446
482,432
482,439
485,434
491,437
498,449
521,460
519,467
525,473
517,477
520,471
513,466
511,476
509,478
500,484
495,497
491,502
499,492
516,477
520,477
528,483
526,479
528,478
522,481
516,488
497,478
477,477
463,482
474,493
467,482
