x,y
312,932
299,937
298,936
323,928
320,936
325,934
358,967
376,975
377,979
374,961
375,948
387,941
366,935
350,925
332,922
328,919
335,909
347,905
343,911
347,912
336,910
321,910
294,902
283,893
285,885
280,895
285,913
300,927
309,951
303,974
305,999
302,1016
280,1036
273,1049
282,1062
277,1074
270,1087
261,1070
265,1057
282,1047
284,1047
273,1055
285,1044
286,1035
259,1032
247,1023
230,1015
208,1003
213,996
256,976
275,958
270,946
272,925
275,902
276,886
269,894
255,908
246,909
238,906
237,900
251,896
246,886
236,879
237,871
243,879
257,889
242,908
235,948
217,991
222,991
229,989
236,1002
235,1007
230,1008
244,1020
259,1032
266,1026
275,1031
275,1016
245,977
228,944
228,926
219,925
227,951
242,982
259,1014
271,1017
265,1025
269,1037
280,1041
282,1041
278,1040
276,1041
275,1044
271,1043
263,1031
259,1021
267,992
268,964
270,959
282,947
295,939
279,929
231,936
190,937
176,956
193,964
208,952
224,926
243,929
269,939
277,955
278,967
289,963
303,964
302,963
