subject,model,mean_error,variance
Freddie,similarity,89.97439233212495,2858.308767189262
Freddie,poly,85.72017336759507,3008.676813647082
Freddie,"rbf[thin_plate,s=1.0]",91.3635421305421,3024.9722015499196
Freddie,"rbf[multiquadric,s=0.0]",89.45689852776368,2862.040277659718
Freddie,"rbf[multiquadric,s=1.0]",124.62899036796509,5639.149883789286
Freddie,"rbf[multiquadric,s=2.0]",179.91797679801348,13006.98798232007
Freddie,tps,90.99878711745083,2952.503110239715
Freddie,pwa,101.45421765334449,6531.166883316932
Freddie,gpr,83.05097591089867,3135.82437114117
Freddie,"sim+rbf[thin_plate,s=1.0]",91.05790865796314,2967.6426346220815
Freddie,"sim+rbf[multiquadric,s=0.0]",91.3643719481715,2881.3399143954757
Freddie,"sim+rbf[multiquadric,s=1.0]",85.13037452197496,2871.444600452786
Freddie,"sim+rbf[multiquadric,s=2.0]",83.55979768602347,2809.1421726347317
Freddie,sim+tps,90.99878711876826,2952.5031101707054
Freddie,sim+pwa,101.45421765334453,6531.166883316932
Freddie,sim+gpr,86.77401462320836,3194.349382977089
Jane,similarity,78.910833598341,2220.1808099332065
Jane,poly,81.97311467269068,2531.850001780925
Jane,"rbf[thin_plate,s=1.0]",82.26978285324113,2847.2926252117036
Jane,"rbf[multiquadric,s=0.0]",77.24248158633817,2597.3234933712856
Jane,"rbf[multiquadric,s=1.0]",103.77999993647552,3132.9994539081235
Jane,"rbf[multiquadric,s=2.0]",151.70467344011035,8835.873696611856
Jane,tps,80.89084813900195,2814.085111415429
Jane,pwa,116.70377517335294,12583.5695028094
Jane,gpr,77.72157101283226,2132.824538096054
Jane,"sim+rbf[thin_plate,s=1.0]",80.88364099669046,2783.5405853322986
Jane,"sim+rbf[multiquadric,s=0.0]",81.22867929263427,2938.2398210225683
Jane,"sim+rbf[multiquadric,s=1.0]",73.52108013131588,1468.92346902799
Jane,"sim+rbf[multiquadric,s=2.0]",72.77145821496339,1374.7306871312753
Jane,sim+tps,80.89084814444846,2814.0851129132398
Jane,sim+pwa,116.70377517335294,12583.5695028094
Jane,sim+gpr,77.1679592267643,2190.2554168151887
Joao,similarity,144.21329988556286,12872.150130673852
Joao,poly,134.823745316149,13903.054119425138
Joao,"rbf[thin_plate,s=1.0]",141.23608092259988,17402.401388984785
Joao,"rbf[multiquadric,s=0.0]",127.58631472399078,12673.663158548392
Joao,"rbf[multiquadric,s=1.0]",151.97286467228264,9098.74585195747
Joao,"rbf[multiquadric,s=2.0]",202.83190170551816,13539.224894387742
Joao,tps,136.86217298387442,16096.956275164304
Joao,pwa,127.67771843620919,14011.91704777963
Joao,gpr,124.10195603469617,9005.071191762943
Joao,"sim+rbf[thin_plate,s=1.0]",139.00161083108796,16779.52089096189
Joao,"sim+rbf[multiquadric,s=0.0]",133.90029522718686,14406.87453797903
Joao,"sim+rbf[multiquadric,s=1.0]",113.7445837813136,10173.770698599244
Joao,"sim+rbf[multiquadric,s=2.0]",115.1062965057753,10447.786389587549
Joao,sim+tps,136.86217311019266,16096.956305100726
Joao,sim+pwa,127.67771843620915,14011.917047779638
Joao,sim+gpr,126.95446285220004,11526.915347483766
Khushee Goel,similarity,106.92787104743294,7002.973085713752
Khushee Goel,poly,132.67202071641174,8136.220596800522
Khushee Goel,"rbf[thin_plate,s=1.0]",130.07682878608958,8399.748746300373
Khushee Goel,"rbf[multiquadric,s=0.0]",116.50650491606343,6014.067866540813
Khushee Goel,"rbf[multiquadric,s=1.0]",114.20907077649747,3053.1337919675275
Khushee Goel,"rbf[multiquadric,s=2.0]",156.9123908000583,6595.806007566695
Khushee Goel,tps,127.86226314721155,8004.275982011543
