timestamp,target_index,target_x,target_y,original_gaze_x,original_gaze_y,rbf_gaze_x,rbf_gaze_y,poly_gaze_x,poly_gaze_y,original_dx,original_dy,rbf_dx,rbf_dy,poly_dx,poly_dy,spread,n_samples
2025-11-24T14:41:03.434,10,1215,1060,1230.7477477477478,1005.4234234234234,,,,,15,-54,,,,,59.5,111
2025-11-24T14:41:09.827,8,163,1060,216.0,835.1428571428571,,,,,53,-224,,,,,36.78,7
2025-11-24T14:41:16.233,1,689,132,743.0608695652174,198.28695652173914,,,,,54,66,,,,,50.61,115
2025-11-24T14:41:22.639,17,1478,828,1443.2758620689656,799.2155172413793,,,,,-34,-28,,,,,74.29,116
2025-11-24T14:41:29.028,0,163,132,93.43478260869566,135.1478260869565,,,,,-69,3,,,,,46.98,115
2025-11-24T14:41:41.812,14,1478,364,1453.6037735849056,415.9811320754717,,,,,-24,51,,,,,70.39,106
2025-11-24T14:41:48.217,2,1215,132,1226.6363636363637,251.88181818181818,,,,,11,119,,,,,84.55,110
2025-11-24T14:41:54.607,11,1741,1060,1590.8024691358025,1016.5679012345679,,,,,-150,-43,,,,,62.8,81
2025-11-24T14:42:00.998,6,1215,596,1086.5726495726497,613.5811965811965,,,,,-128,17,,,,,78.07,117
2025-11-24T14:42:07.387,7,1741,596,1652.8793103448277,574.6465517241379,,,,,-88,-21,,,,,61.96,116
2025-11-24T14:42:13.777,5,689,596,712.5726495726495,533.8461538461538,,,,,23,-62,,,,,73.6,117
2025-11-24T14:42:20.168,13,952,364,975.875,357.15,,,,,23,-6,,,,,53.85,120
2025-11-24T14:42:26.564,16,952,828,970.9145299145299,853.9059829059829,,,,,18,25,,,,,81.12,117
2025-11-24T14:42:32.968,3,1741,132,1622.6716417910447,270.43283582089555,,,,,-118,138,,,,,33.38,67
2025-11-24T14:42:39.372,9,689,1060,602.8979591836735,890.6326530612245,,,,,-86,-169,,,,,54.49,49
2025-11-24T14:42:45.772,4,163,596,249.07368421052632,496.86315789473684,,,,,86,-99,,,,,80.84,95
2025-11-24T14:42:52.168,15,426,828,366.63529411764705,803.1647058823529,,,,,-59,-24,,,,,78.08,85
2025-11-24T14:43:04.953,12,426,364,494.72033898305085,367.6525423728813,,,,,68,3,,,,,61.69,118
