line_idx,timestamp,dot_x,dot_y,gaze_x,gaze_y
0,1764024924.6315286,178.0,178.0,194.0,198.0
0,1764024924.665952,180.43312120437622,178.0,199.0,204.0
0,1764024924.7011986,185.1371078491211,178.0,200.0,215.0
0,1764024924.7329125,189.93654537200928,178.0,200.0,216.0
0,1764024924.7736435,197.1505789756775,178.0,201.0,210.0
0,1764024924.8008392,199.52458429336548,178.0,164.0,197.0
0,1764024924.8410184,206.80252599716187,178.0,177.0,191.0
0,1764024924.8811946,211.62377882003784,178.0,178.0,188.0
0,1764024924.9265761,218.8353090286255,178.0,181.0,192.0
0,1764024924.9676023,226.01175594329834,178.0,220.0,187.0
0,1764024925.0062325,230.877676486969,178.0,215.0,185.0
0,1764024925.033903,235.65494108200073,178.0,205.0,176.0
0,1764024925.0615225,240.3875379562378,178.0,205.0,175.0
0,1764024925.0933962,245.1682357788086,178.0,204.0,183.0
0,1764024925.1270938,250.03344106674194,178.0,205.0,204.0
0,1764024925.1730535,257.11744117736816,178.0,214.0,221.0
0,1764024925.2058642,261.99269580841064,178.0,229.0,221.0
0,1764024925.2305417,264.4068627357483,178.0,254.0,208.0
0,1764024925.271119,271.6537981033325,178.0,250.0,204.0
0,1764024925.3019578,276.3379006385803,178.0,252.0,207.0
0,1764024925.3463733,281.251850605011,178.0,262.0,213.0
0,1764024925.3861797,288.45161485671997,178.0,265.0,225.0
0,1764024925.4130118,293.10488986968994,178.0,279.0,224.0
0,1764024925.4470212,297.99305486679077,178.0,287.0,218.0
0,1764024925.4777708,302.7503995895386,178.0,289.0,213.0
0,1764024925.5115075,307.5399308204651,178.0,288.0,213.0
0,1764024925.5423076,312.3299627304077,178.0,290.0,221.0
0,1764024925.575802,317.2232418060303,178.0,295.0,222.0
0,1764024925.6111956,321.9731478691101,178.0,301.0,219.0
0,1764024925.6412308,326.71060848236084,178.0,299.0,212.0
0,1764024925.688178,334.17408752441406,178.0,299.0,202.0
0,1764024925.7304778,341.19135427474976,178.0,307.0,201.0
0,1764024925.75642,343.5433654785156,178.0,321.0,202.0
0,1764024925.7817516,348.40935754776,178.0,351.0,194.0
0,1764024925.8140774,353.1330494880676,178.0,362.0,200.0
0,1764024925.8412447,355.53098011016846,178.0,371.0,206.0
0,1764024925.8783064,362.8519444465637,178.0,364.0,218.0
0,1764024925.910382,367.5185589790344,178.0,364.0,218.0
0,1764024925.9462683,372.28151845932007,178.0,360.0,219.0
0,1764024925.995711,379.49279832839966,178.0,368.0,220.0
0,1764024926.0374002,386.68698358535767,178.0,370.0,209.0
0,1764024926.0655665,389.0978603363037,178.0,368.0,194.0
0,1764024926.0953119,393.88807106018066,178.0,363.0,195.0
0,1764024926.125824,398.73360681533813,178.0,359.0,203.0
0,1764024926.1559348,403.48608779907227,178.0,360.0,201.0
0,1764024926.2012076,410.73463249206543,178.0,360.0,191.0
0,1764024926.235852,415.5303864479065,178.0,362.0,175.0
0,1764024926.2615695,420.381751537323,178.0,380.0,188.0
0,1764024926.2859268,422.7054386138916,178.0,378.0,194.0
0,1764024926.320693,427.4700074195862,178.0,376.0,187.0
0,1764024926.350475,432.26783561706543,178.0,389.0,182.0
0,1764024926.381567,437.1565012931824,178.0,393.0,183.0
0,1764024926.4161165,441.901686668396,178.0,406.0,188.0
0,1764024926.446186,446.75641345977783,178.0,423.0,181.0
0,1764024926.4807608,451.58192205429077,178.0,430.0,182.0
0,1764024926.5102856,456.4282088279724,178.0,425.0,186.0
0,1764024926.5453806,461.11599493026733,178.0,417.0,241.0
0,1764024926.5756795,465.9859924316406,178.0,413.0,184.0
0,1764024926.6151948,473.1512813568115,178.0,422.0,187.0
0,1764024926.6410162,475.5334405899048,178.0,431.0,242.0
0,1764024926.6861575,482.72694635391235,178.0,438.0,179.0
0,1764024926.7161367,487.5357894897461,178.0,436.0,177.0
0,1764024926.7502143,492.3190264701843,178.0,435.0,178.0
0,1764024926.7858877,497.14557218551636,178.0,432.0,178.0
0,1764024926.8189635,501.91672134399414,178.0,426.0,171.0
0,1764024926.8529968,509.1067223548889,178.0,427.0,209.0
0,1764024926.8807435,511.4929585456848,178.0,437.0,169.0
0,1764024926.9111586,516.332986831665,178.0,447.0,172.0
0,1764024926.9552631,523.5287098884583,178.0,461.0,183.0
0,1764024926.9810684,528.2774000167847,178.0,458.0,186.0
0,1764024927.0176349,533.0732254981995,178.0,458.0,185.0
0,1764024927.0502753,538.0587368011475,178.0,468.0,180.0
0,1764024927.0990582,545.052686214447,178.0,514.0,147.0
0,1764024927.135557,549.9194293022156,178.0,454.0,136.0
0,1764024927.1730418,557.102635383606,178.0,473.0,142.0
0,1764024927.2008014,559.5070390701294,178.0,492.0,142.0
0,1764024927.2303016,564.2533688545227,178.0,501.0,149.0
0,1764024927.2607465,569.0489797592163,178.0,501.0,151.0
0,1764024927.295281,573.9727644920349,178.0,502.0,156.0
0,1764024927.3379064,581.0463933944702,178.0,501.0,158.0
0,1764024927.370331,585.8520894050598,178.0,500.0,157.0
0,1764024927.4050157,590.757134437561,178.0,535.0,172.0
0,1764024927.435392,595.4871563911438,178.0,549.0,170.0
0,1764024927.4620008,600.2998976707458,178.0,548.0,173.0
0,1764024927.4957225,605.1062731742859,178.0,536.0,176.0
0,1764024927.531087,609.9314956665039,178.0,532.0,186.0
0,1764024927.5607631,614.760151386261,178.0,532.0,187.0
0,1764024927.5902565,619.4520144462585,178.0,542.0,184.0
0,1764024927.622139,624.3417530059814,178.0,540.0,185.0
0,1764024927.6536956,629.0775685310364,178.0,551.0,196.0
0,1764024927.6857355,633.8863759040833,178.0,569.0,207.0
0,1764024927.7185807,638.7519030570984,178.0,577.0,207.0
0,1764024927.7502637,643.5614972114563,178.0,569.0,199.0
0,1764024927.781476,648.3326463699341,178.0,573.0,183.0
0,1764024927.8161192,653.1680612564087,178.0,585.0,171.0
0,1764024927.8562622,657.9420356750488,178.0,597.0,172.0
0,1764024927.895231,665.1147632598877,178.0,626.0,180.0
0,1764024927.9352226,669.823399066925,178.0,627.0,176.0
0,1764024927.9802954,677.0956544876099,178.0,634.0,173.0
0,1764024928.0058932,681.8827180862427,178.0,642.0,165.0
0,1764024928.0304174,684.3232064247131,178.0,655.0,168.0
0,1764024928.0650425,689.0823035240173,178.0,660.0,179.0
0,1764024928.0949764,693.9935355186462,178.0,670.0,184.0
0,1764024928.125161,698.7387566566467,178.0,675.0,175.0
0,1764024928.170918,705.9571890830994,178.0,677.0,168.0
0,1764024928.2202926,713.1306676864624,178.0,680.0,173.0
0,1764024928.2552328,717.826500415802,178.0,694.0,196.0
0,1764024928.2946174,725.0163941383362,178.0,683.0,195.0
0,1764024928.3207684,727.5127439498901,178.0,687.0,199.0
0,1764024928.3505478,732.2110800743103,178.0,683.0,193.0
0,1764024928.3857257,737.0808629989624,178.0,697.0,192.0
0,1764024928.4301455,744.3185715675354,178.0,718.0,201.0
0,1764024928.471572,751.5013484954834,178.0,723.0,214.0
0,1764024928.4954896,754.019549369812,178.0,709.0,220.0
0,1764024928.5345385,761.0528736114502,178.0,703.0,226.0
0,1764024928.559926,763.533595085144,178.0,698.0,227.0
0,1764024928.6054327,770.7659749984741,178.0,693.0,236.0
0,1764024928.640621,775.4563717842102,178.0,695.0,235.0
0,1764024928.6701689,780.2446155548096,178.0,704.0,240.0
0,1764024928.700577,785.0368647575378,178.0,709.0,237.0
0,1764024928.7307374,789.8083715438843,178.0,721.0,244.0
0,1764024928.7656145,794.7340159416199,178.0,719.0,249.0
0,1764024928.7953546,799.4762330055237,178.0,728.0,248.0
0,1764024928.8297527,804.2043952941895,178.0,730.0,247.0
0,1764024928.860473,809.1435580253601,178.0,737.0,239.0
0,1764024928.8953104,813.9040856361389,178.0,741.0,235.0
0,1764024928.9299726,821.1155800819397,178.0,749.0,228.0
0,1764024928.9657145,825.8622317314148,178.0,751.0,222.0
0,1764024928.995363,830.6171088218689,178.0,741.0,229.0
0,1764024929.0254107,833.1084876060486,178.0,745.0,242.0
0,1764024929.054748,837.830892086029,178.0,747.0,247.0
