x,y
204,875
202,869
201,886
204,898
212,884
217,882
226,895
230,903
226,904
220,904
209,904
217,901
232,898
219,896
227,871
251,835
247,836
240,847
249,847
247,855
243,869
234,874
231,866
236,850
241,862
253,884
240,879
214,867
195,856
202,856
213,838
213,836
205,863
198,889
186,896
159,911
148,918
166,908
192,895
210,889
210,871
200,843
215,844
230,843
234,844
242,859
255,867
249,894
250,885
272,863
298,891
299,887
303,890
319,857
343,847
323,817
305,811
294,816
291,848
291,859
285,824
284,810
270,797
261,765
282,778
271,775
279,810
278,816
258,827
258,810
263,831
279,847
261,836
279,838
310,836
300,823
299,825
276,811
256,827
239,842
246,850
284,860
267,855
257,841
253,839
266,825
277,810
267,832
253,851
246,832
232,815
219,788
218,803
218,823
220,835
220,846
197,845
183,836
184,815
179,816
174,853
186,886
199,898
192,903
220,887
239,887
238,884
232,853
225,825
231,796
236,745
252,723
249,730
245,742
238,741
229,727
228,715
232,717
231,723
