x,y
1139,562
1167,536
1189,502
1200,499
1202,475
1173,517
1176,562
1178,573
1187,598
1192,621
1183,629
1173,623
1172,617
1184,606
1182,610
1171,611
1175,601
1151,600
1135,603
1110,601
1121,584
1119,571
1091,568
1084,584
1098,602
1131,626
1129,645
1136,661
1137,663
1133,662
1138,664
1142,663
1137,665
1137,666
1131,667
1136,665
1141,665
1154,665
1158,663
1144,662
1132,673
1118,648
1115,601
1124,594
1119,582
1127,566
1123,556
1110,537
1116,531
1131,529
1155,526
1179,527
1211,536
1221,550
1204,554
1188,577
1188,602
1187,589
1193,596
1189,597
1188,582
1182,585
1187,593
1189,595
1182,597
1175,605
1165,591
1155,578
1158,582
1172,579
1186,570
1200,576
1202,581
1197,589
1190,604
1198,601
1199,588
1190,589
1181,582
1166,590
1151,597
1133,606
1126,602
1132,592
1117,567
1120,566
1119,552
1128,560
1147,570
1172,573
1170,560
1152,552
1147,584
1148,603
1133,595
1121,585
1129,574
1148,581
1158,583
1165,585
1149,582
1132,577
1126,600
1121,604
1126,611
1141,621
1158,640
1172,645
1140,641
1134,641
1126,643
1141,653
1148,653
1156,643
1157,624
1158,616
1157,610
1146,610
