x,y
1573,630
1583,646
1569,661
1523,659
1548,599
1588,590
1621,624
1642,670
1660,646
1694,626
1669,604
1629,601
1627,603
1634,590
1588,581
1568,562
1567,576
1573,597
1573,601
1581,585
1591,599
1619,601
1638,620
1668,635
1681,648
1686,644
1679,639
1662,629
1627,622
1632,621
1626,616
1625,603
1661,607
1675,629
1679,640
1672,634
1671,633
1678,624
1653,614
1645,610
1653,614
1662,624
1695,651
1698,654
1700,660
1675,622
1649,594
1601,575
1568,572
1567,565
1592,554
1605,546
1603,564
1606,573
1607,578
1609,570
1584,549
1604,544
1619,547
1607,569
1601,575
1622,578
1627,596
1626,616
1656,583
1641,555
1649,548
1627,575
1628,587
1596,559
1580,548
1565,521
1559,523
1549,540
1558,553
1538,561
1530,583
1563,596
1578,600
1593,610
1589,631
1576,634
1560,620
1542,617
1542,630
1560,629
1565,609
1565,594
1571,595
1561,581
1566,594
1568,596
1570,612
1623,649
1643,701
1620,721
1598,717
1578,701
1570,692
1579,677
1582,660
1561,650
1567,639
1573,665
1579,672
1580,672
1575,652
1579,653
1580,669
1565,676
1583,673
1609,693
1609,710
1599,695
1588,688
1585,677
1566,667
1566,647
1558,587
1555,564
