x,y
692,92
710,194
709,236
667,243
643,220
649,214
668,237
662,246
649,271
630,292
646,306
635,321
637,319
639,302
649,316
645,345
640,355
644,352
672,329
689,301
694,289
674,294
668,313
683,305
706,281
711,260
712,269
719,264
704,257
699,247
712,243
708,264
702,282
695,286
683,269
674,262
672,284
684,295
693,275
695,271
692,278
681,304
698,296
695,293
681,289
675,281
656,303
652,295
658,301
643,315
640,321
641,334
648,330
664,325
672,346
678,357
687,347
685,338
681,291
665,246
666,244
668,253
667,243
678,257
701,263
728,258
749,256
748,254
742,251
735,233
722,249
713,281
690,312
687,310
703,299
704,303
719,260
710,256
685,296
684,304
674,269
687,220
690,181
684,147
667,161
673,166
667,172
662,177
645,204
643,203
644,191
640,207
643,230
648,276
653,301
664,298
665,304
670,305
667,324
682,301
660,265
638,228
627,232
628,249
636,244
638,236
637,229
635,224
622,227
633,226
647,234
649,247
632,273
615,269
630,256
630,261
623,261
640,260
645,266
630,261
