x,y
724,863
728,846
748,817
758,842
752,862
745,868
744,864
737,884
733,889
724,895
711,890
715,858
718,831
723,834
756,841
755,837
750,826
753,809
778,758
755,722
742,763
706,778
668,770
657,760
638,754
628,746
634,740
638,743
660,778
678,821
690,818
682,827
677,842
681,857
698,832
705,801
713,801
735,798
748,807
744,833
744,834
745,790
735,750
737,754
737,764
739,800
733,840
732,823
719,829
701,841
692,843
698,862
691,857
672,844
677,834
676,812
669,826
656,850
639,828
640,804
656,797
664,756
653,731
653,726
642,720
642,744
648,781
652,815
651,801
613,802
601,795
601,787
616,767
620,768
629,781
619,807
628,822
619,829
611,829
647,862
680,873
692,884
699,862
714,829
684,819
708,865
683,880
632,866
621,872
662,886
693,885
712,871
730,856
735,858
731,854
754,861
755,865
757,875
729,882
719,892
708,886
721,894
715,885
712,871
704,868
685,853
683,840
688,839
690,844
682,849
673,861
653,872
654,881
659,897
653,910
646,896
644,889
