x,y
1015,791
1105,929
1129,928
1125,921
1136,905
1137,876
1151,877
1154,891
1157,898
1152,904
1142,910
1146,914
1138,910
1134,893
1136,895
1137,890
1161,899
1171,906
1169,918
1179,925
1182,925
1189,924
1195,928
1196,928
1196,932
1197,930
1207,920
1210,909
1202,906
1182,903
1169,906
1174,915
1178,913
1177,914
1181,908
1180,917
1180,916
1175,914
1165,906
1159,903
1176,917
1183,933
1186,933
1188,936
1188,932
1186,931
1191,926
1188,926
1183,923
1180,923
1184,925
1174,941
1181,943
1180,945
1183,943
1187,940
1199,941
1204,942
1201,940
1191,940
1186,945
1186,944
1187,941
1194,945
1194,943
1185,944
1178,946
1181,945
1187,941
1187,934
1183,927
1185,921
1185,933
1155,925
1153,921
1153,911
1153,909
1151,916
1144,918
1148,910
1152,911
1155,911
1165,911
1167,916
1171,920
1166,919
1169,929
1181,919
1187,918
1188,918
1182,921
1183,921
1184,922
1176,931
1170,933
1159,932
1148,927
1141,921
1144,932
1146,936
1149,937
1156,937
1159,936
1162,933
1165,932
1169,931
1172,930
1182,925
1190,920
1196,910
1187,915
1185,914
1186,918
1179,927
1169,932
1166,926
1160,923
