x,y
282,564
258,553
265,553
282,556
275,544
255,537
239,538
241,540
265,552
288,561
306,574
316,592
301,607
293,615
294,607
305,577
296,553
288,551
264,554
277,547
312,529
302,528
306,528
318,523
332,547
335,552
339,550
329,543
312,552
303,557
327,577
336,576
339,573
346,587
342,598
329,603
338,600
335,585
319,552
277,535
276,572
292,601
307,646
315,662
315,647
321,643
331,622
320,580
314,567
337,567
343,569
330,567
320,571
322,573
339,589
333,588
323,604
322,605
307,599
300,604
293,606
291,603
284,589
288,598
296,613
287,623
282,620
290,622
269,624
263,626
259,622
259,616
269,591
263,590
238,593
209,584
177,596
166,610
183,608
205,589
229,573
246,576
236,601
221,587
222,584
225,561
248,589
263,604
269,614
275,616
292,627
267,603
268,599
275,610
252,612
236,590
235,567
241,608
261,662
273,660
278,631
300,647
294,661
296,650
253,644
219,678
223,688
222,693
232,677
243,666
240,667
236,684
280,681
329,635
339,618
341,613
335,631
311,651
312,651
