x,y
310,284
295,271
274,260
263,236
283,222
298,238
304,241
339,275
335,275
331,269
343,271
356,272
358,274
343,273
321,270
318,285
323,271
315,281
309,280
309,273
302,257
290,258
317,308
337,303
323,289
295,271
257,266
251,271
244,264
240,260
246,248
264,241
263,245
253,241
258,235
270,243
301,274
292,272
272,258
267,259
286,261
265,268
246,298
260,293
281,272
278,248
254,248
252,245
255,236
257,245
270,247
287,259
272,270
263,270
250,249
243,234
252,241
254,265
264,269
266,271
268,255
291,240
316,237
328,251
346,262
337,268
319,278
300,288
280,285
272,280
277,273
273,257
261,243
285,241
310,247
309,244
313,242
306,243
315,245
308,247
304,252
297,253
304,249
313,252
317,243
312,234
316,238
312,242
311,236
322,238
325,257
329,269
312,269
314,260
304,263
280,234
249,232
252,236
250,230
252,198
250,178
245,190
237,218
277,228
313,230
306,224
309,234
304,237
307,239
305,238
319,242
317,234
305,232
296,220
288,210
309,214
325,220
314,228
303,228
