x,y
742,561
726,570
729,566
739,566
732,573
716,561
731,548
708,538
678,531
678,531
689,540
711,557
719,556
718,554
697,549
677,545
710,534
700,511
693,483
729,491
732,492
731,470
700,474
695,489
688,492
699,498
714,493
711,494
711,494
702,497
690,469
712,469
726,478
718,498
709,532
687,569
673,587
679,583
695,589
705,577
693,590
710,574
716,577
715,568
735,560
753,563
755,563
743,560
719,550
717,552
734,569
734,568
724,587
696,592
687,606
678,600
696,599
708,581
703,575
682,581
660,591
647,596
694,595
674,588
647,572
661,571
676,570
674,573
667,583
674,575
684,579
714,604
733,606
752,570
769,556
774,557
778,567
760,567
746,558
764,565
759,585
753,583
748,590
740,603
724,603
694,587
709,591
728,594
743,573
739,576
741,570
749,559
756,572
781,577
771,581
747,575
738,570
758,569
766,571
760,575
752,570
750,576
749,577
744,575
751,583
758,578
750,580
749,582
734,579
675,606
653,640
654,651
698,648
698,600
714,537
730,495
713,497
706,505
698,538
