x,y
1636,829
1645,846
1646,852
1651,824
1630,784
1605,762
1607,750
1617,738
1619,720
1603,717
1585,740
1585,760
1597,782
1610,799
1606,801
1601,790
1607,786
1603,794
1601,804
1601,815
1597,800
1617,784
1635,776
1635,781
1641,788
1655,785
1659,780
1659,787
1650,789
1648,794
1655,800
1685,789
1689,774
1673,768
1655,754
1658,752
1674,763
1682,753
1696,736
1673,747
1669,759
1679,775
1694,780
1666,770
1664,761
1667,762
1680,764
1687,768
1685,774
1658,789
1652,788
1663,771
1671,760
1669,761
1674,759
1683,759
1690,765
1693,767
1688,766
1685,757
1680,750
1684,743
1681,738
1676,735
1655,735
1643,741
1643,744
1649,737
1651,737
1654,738
1656,738
1657,739
1663,738
1661,733
1676,736
1699,740
1709,735
1717,736
1731,738
1745,739
1735,733
1719,733
1702,733
1700,749
1702,740
1701,726
1694,730
1690,736
1690,737
1700,735
1710,728
1716,720
1715,721
1710,722
1709,717
1704,725
1689,743
1682,749
1670,746
1655,737
1648,735
1637,729
1632,720
1627,725
1630,728
1635,730
1638,729
1638,729
1637,727
1637,722
1637,728
1630,729
