x,y
752,621
760,632
736,638
735,635
732,615
741,591
736,585
716,585
682,579
669,589
655,579
654,570
648,587
664,591
662,575
663,572
649,604
651,620
652,584
641,552
653,556
683,570
692,576
691,572
671,569
675,573
666,588
642,578
630,557
634,568
638,582
641,592
650,598
683,603
707,606
691,594
667,585
651,576
649,557
646,555
658,565
669,565
672,565
650,558
635,549
635,531
621,520
597,526
577,521
577,519
594,522
621,530
614,546
581,562
584,572
586,572
597,557
594,528
607,525
617,518
604,529
586,550
575,559
573,569
569,579
558,572
549,558
543,562
563,561
585,542
593,534
583,546
574,558
578,543
592,520
594,509
593,503
596,521
585,537
578,535
571,531
590,566
602,574
604,568
588,572
585,572
601,554
595,540
580,551
577,573
567,588
562,588
564,593
569,616
583,641
593,646
583,652
590,624
582,610
577,607
571,588
577,578
583,570
598,569
587,569
586,577
583,582
587,587
597,598
603,599
604,600
594,597
594,598
606,618
606,629
