x,y
1643,250
1658,234
1678,223
1661,221
1643,253
1657,264
1666,269
1660,281
1650,277
1593,301
1584,299
1591,322
1602,326
1616,318
1620,313
1618,309
1619,292
1605,289
1590,307
1588,325
1617,324
1642,323
1644,320
1644,312
1637,287
1638,270
1641,303
1651,325
1644,333
1638,332
1647,323
1654,318
1665,317
1679,298
1703,288
1710,290
1706,293
1692,308
1690,324
1671,341
1665,353
1653,347
1640,340
1631,335
1627,328
1634,323
1643,321
1643,326
1640,325
1617,295
1597,256
1599,249
1635,264
1660,288
1680,306
1677,319
1673,331
1670,332
1673,324
1681,323
1677,319
1679,322
1670,319
1655,295
1646,270
1651,259
1652,257
1639,246
1631,238
1633,225
1643,217
1667,218
1689,240
1678,270
1673,290
1660,293
1645,308
1638,331
1629,327
1630,307
1631,282
1636,274
1633,266
1614,283
1616,294
1623,301
1640,310
1651,312
1668,308
1664,301
1660,306
1661,313
1659,318
1673,293
1681,273
1681,259
1682,256
1683,264
1668,261
1659,250
1650,237
1657,232
1664,234
1662,235
1657,239
1667,247
1663,249
1668,264
1673,280
1679,301
1675,310
1665,308
1662,304
1661,291
1656,271
