x,y
1341,331
1334,315
1331,309
1332,297
1324,277
1328,301
1337,320
1340,332
1332,321
1321,313
1308,316
1302,316
1313,328
1330,333
1332,328
1331,309
1325,280
1325,279
1311,297
1316,304
1335,315
1345,325
1342,332
1323,331
1341,289
1360,245
1355,236
1380,247
1370,265
1365,266
1359,276
1370,287
1385,270
1369,263
1387,257
1346,255
1334,262
1324,268
1326,277
1355,269
1376,261
1381,260
1362,265
1353,266
1348,268
1350,264
1361,271
1363,274
1365,277
1362,287
1350,292
1346,302
1349,278
1364,265
1374,261
1396,267
1372,262
1365,252
1368,233
1352,214
1343,222
1342,243
1349,261
1357,256
1357,243
1359,237
1353,228
1356,228
1351,263
1341,275
1334,275
1326,280
1331,287
1336,294
1335,295
1350,285
1328,271
1340,271
1343,271
1338,266
1365,265
1350,251
1330,266
1324,294
1338,308
1362,282
1373,259
1359,263
1354,279
1344,306
1325,322
1323,312
1338,302
1355,282
1354,239
1341,225
1331,245
1354,241
1337,263
1341,247
1322,242
1302,256
1304,260
1336,267
1320,263
1324,261
1347,247
1351,229
1337,247
1333,265
1317,282
1301,286
1315,282
