x,y
781,774
781,770
796,769
802,764
792,768
771,761
759,765
773,770
786,767
779,752
756,735
746,706
750,685
756,660
750,658
746,668
735,673
727,674
729,682
739,689
742,692
738,698
740,717
746,715
741,705
733,710
740,737
748,761
744,780
749,779
754,769
769,763
772,758
770,756
762,747
758,740
757,727
757,737
762,737
766,741
766,739
754,733
748,724
751,732
756,726
751,722
748,723
774,718
786,707
787,699
790,710
796,716
806,721
808,720
810,722
802,733
794,743
792,739
769,724
750,723
740,732
736,742
745,758
762,759
781,758
796,750
795,748
792,732
784,731
768,728
768,725
774,722
775,720
773,717
761,728
737,744
725,749
722,747
710,752
699,759
698,763
697,762
693,758
703,769
711,769
717,761
727,759
742,765
736,770
716,766
708,767
713,760
699,740
696,725
701,727
745,744
757,751
771,741
791,716
803,719
790,726
760,738
749,736
753,732
758,731
760,733
760,724
760,710
761,701
754,685
751,665
768,687
779,712
793,728
801,722
812,722
