x,y
918,402
927,380
938,363
943,358
919,344
916,324
922,321
916,324
898,340
884,349
872,369
875,378
880,373
875,359
871,359
878,373
890,383
893,375
880,362
851,357
850,349
857,353
874,360
879,344
882,313
887,281
893,253
895,266
888,303
868,317
865,321
857,316
855,316
867,326
874,330
893,336
902,352
900,364
896,367
904,371
915,359
916,341
900,317
889,323
877,330
866,327
865,329
886,328
910,322
904,313
929,325
918,331
911,337
902,340
909,357
905,375
909,376
886,379
887,386
884,373
894,366
892,343
885,326
874,319
894,342
908,357
928,359
921,343
888,340
869,352
893,381
918,411
920,437
884,430
879,379
883,351
887,332
904,333
922,321
939,329
941,352
926,373
901,368
887,359
867,376
882,394
912,383
932,374
948,390
957,402
958,400
950,386
951,362
948,337
931,339
900,362
899,370
909,356
907,345
907,332
909,320
912,320
913,321
917,328
917,332
916,356
906,375
905,381
906,387
903,398
905,396
893,387
881,386
877,389
884,395
886,400
