x,y
1124,738
1098,750
1071,764
1103,776
1134,761
1138,729
1124,704
1110,701
1086,698
1087,694
1103,683
1129,675
1129,670
1125,670
1125,673
1108,679
1081,700
1061,728
1076,718
1110,732
1116,725
1094,711
1057,724
1079,741
1091,715
1098,723
1105,752
1113,771
1110,776
1092,749
1092,731
1090,738
1076,775
1068,785
1069,746
1069,731
1068,739
1067,752
1051,746
1046,735
1038,730
1035,745
1030,766
1028,782
1030,795
1032,809
1046,820
1060,812
1068,797
1064,793
1061,782
1036,770
1029,766
1043,763
1065,757
1076,765
1071,788
1057,793
1049,770
1054,765
1080,760
1082,767
1076,786
1071,787
1056,774
1051,759
1075,747
1098,731
1098,731
1074,749
1072,764
1082,748
1068,743
1049,756
1044,762
1053,753
1088,740
1090,730
1081,737
1048,758
1027,779
1042,783
1057,784
1063,788
1051,793
1048,796
1067,791
1061,780
1051,772
1062,759
1057,738
1051,707
1062,702
1057,712
1053,722
1052,722
1045,724
1040,734
1028,755
1002,756
993,753
1009,728
1042,719
1055,733
1042,748
1027,755
1002,753
981,746
963,739
977,746
991,741
1008,731
1030,732
1031,726
