x,y
1037,518
1037,517
1036,513
1046,507
1063,521
1065,530
1064,524
1060,528
1068,535
1073,546
1074,551
1080,561
1085,570
1088,554
1073,523
1077,498
1084,482
1081,488
1084,486
1078,473
1050,481
1036,498
1037,504
1047,504
1055,503
1079,505
1111,495
1109,480
1082,470
1085,462
1080,475
1073,506
1100,506
1116,485
1107,461
1082,471
1062,502
1062,514
1064,506
1076,501
1082,503
1091,505
1103,515
1114,532
1107,547
1102,543
1121,524
1127,521
1123,518
1116,531
1111,544
1136,545
1134,550
1118,532
1107,507
1096,496
1090,497
1089,508
1088,525
1094,544
1099,562
1090,560
1078,552
1076,529
1077,504
1080,494
1079,503
1060,524
1067,525
1095,517
1092,508
1090,498
1071,506
1056,508
1047,491
1067,498
1075,508
1081,512
1077,500
1070,491
1077,493
1093,495
1107,513
1104,526
1105,519
1104,510
1099,517
1092,530
1081,529
1067,524
1045,509
1033,500
1027,497
1032,495
1038,486
1045,486
1061,500
1076,512
1085,519
1085,532
1085,533
1086,512
1095,515
1100,523
1096,525
1095,540
1095,544
1079,534
