x,y
1177,420
1178,413
1180,390
1175,380
1169,379
1164,369
1181,361
1217,368
1221,393
1215,393
1200,370
1179,372
1177,376
1182,363
1183,343
1208,336
1234,360
1243,379
1214,367
1191,337
1197,350
1199,391
1195,395
1204,403
1207,413
1213,411
1216,405
1206,399
1200,379
1204,360
1210,363
1213,368
1211,374
1205,378
1190,377
1193,379
1199,375
1203,366
1208,360
1212,350
1200,354
1188,369
1185,380
1184,388
1196,377
1201,373
1204,368
1208,364
1224,366
1226,384
1232,410
1234,412
1226,414
1219,406
1228,390
1221,374
1203,356
1203,350
1205,350
1207,359
1211,362
1202,374
1187,374
1179,367
1182,361
1184,368
1166,381
1165,387
1181,378
1199,368
1231,368
1224,370
1227,368
1218,358
1204,357
1197,367
1208,376
1220,382
1227,392
1233,398
1234,408
1229,422
1225,420
1233,408
1230,392
1216,387
1210,382
1232,378
1244,375
1251,371
1267,382
1344,160
1318,161
1130,119
1221,305
1231,344
1231,358
1234,378
1226,390
1212,388
1199,376
1189,373
1175,372
1176,374
1193,377
1215,391
1205,403
1201,397
1196,358
1211,366
1223,408
1225,412
1232,381
