x,y
1477,380
1463,343
1452,324
1456,345
1452,362
1450,341
1457,323
1462,325
1460,334
1463,364
1463,393
1466,416
1443,419
1425,406
1431,392
1439,376
1455,370
1463,386
1463,402
1462,414
1483,428
1486,425
1482,394
1500,378
1505,381
1506,375
1488,379
1474,373
1485,381
1490,396
1485,403
1480,409
1460,392
1477,394
1492,410
1499,405
1489,401
1523,411
1529,404
1505,384
1517,376
1543,379
1551,377
1538,348
1516,328
1523,320
1525,346
1527,334
1508,357
1508,351
1525,325
1527,318
1525,330
1521,343
1501,360
1479,400
1464,432
1462,464
1467,478
1479,480
1491,466
1503,437
1504,400
1506,399
1514,403
1513,426
1506,449
1502,439
1500,439
1488,433
1489,418
1498,399
1497,392
1483,404
1481,414
1484,426
1495,433
1503,428
1521,430
1548,426
1543,405
1533,394
1530,412
1520,413
1515,402
1519,399
1520,403
1515,402
1529,407
1557,402
1552,433
1546,442
1539,439
1552,436
1564,432
1578,434
1588,445
1585,448
1574,447
1573,443
1578,439
1590,428
1595,425
1570,420
1568,408
1562,404
1556,398
1553,387
1550,389
1547,382
1553,375
1563,376
1574,381
1574,384
