x,y
1764650027.3236973,439,811
1764650027.3635924,461,823
1764650027.4032204,446,827
1764650027.4388263,443,816
1764650027.4680808,445,813
1764650027.5039122,431,806
1764650027.5386684,434,794
1764650027.5687933,433,780
1764650027.6080809,426,778
1764650027.6434777,424,779
1764650027.6780486,418,785
1764650027.707744,442,828
1764650027.7383747,426,1099
1764650027.7729585,771,301
1764650027.8035827,747,1081
1764650027.8445508,479,702
1764650027.8727314,468,677
1764650027.903991,457,747
1764650027.9379764,436,779
1764650027.9781706,426,780
1764650028.0137887,443,777
1764650028.0487554,441,771
1764650028.0837348,439,774
1764650028.1186094,456,771
1764650028.1532533,465,773
1764650028.183128,458,773
1764650028.22366,515,721
1764650028.2478895,605,486
1764650028.2831116,640,384
1764650028.3129628,636,382
1764650028.3437855,645,386
1764650028.3831542,672,379
1764650028.4132614,682,365
1764650028.4541879,688,354
1764650028.4879808,1011,274
1764650028.528598,1249,124
1764650028.5637608,1221,124
1764650028.593037,1245,124
1764650028.6234653,1273,136
1764650028.6580877,1262,134
1764650028.6882014,1249,141
1764650028.7279766,1254,139
1764650028.7580993,1274,105
1764650028.7929313,1274,95
1764650028.827967,1259,127
1764650028.8585758,1241,140
1764650028.8882158,1250,152
1764650028.9280803,1264,154
1764650028.9585745,1254,158
1764650028.9927459,1231,148
1764650029.0233228,1228,136
1764650029.058576,1235,131
1764650029.0940788,1247,144
1764650029.1235766,1229,142
1764650029.157908,1213,139
1764650029.1978333,1203,152
1764650029.2288873,1185,163
1764650029.264009,1174,170
