num_points,dataset_name,num_samples,mean_l2,std_l2,median_l2,mae_x,mae_y,rmse_x,rmse_y,original_mean_l2,original_median_l2,sim_rbf_mean_l2,sim_rbf_median_l2,similarity_mean_l2,similarity_median_l2,polynomial_mean_l2,polynomial_median_l2,tps_mean_l2,tps_median_l2,pwa_mean_l2,pwa_median_l2,simtps_mean_l2,simtps_median_l2,simpwa_mean_l2,simpwa_median_l2,orig_improvement_pct,sim_improvement_pct
4,4points_1,2064,54.10213,37.28096,46.075325,36.04659,32.871212,47.90727,44.964474,81.45117582997338,66.9502927751515,66.29995071208756,56.13624239581596,69.79041343437812,59.08896400150181,96.50594138566008,77.24942470655677,65.82482712415904,53.38064353022271,105.33994760181027,58.27059936698353,65.82482712535422,53.380643530169834,105.33994760181025,58.27059936698337,33.57722544996898,18.397931961012944
6,6points_1,2064,51.691906,35.731705,43.298397,33.67291,32.086014,45.066143,43.79327,81.45117582997338,66.9502927751515,60.14576218508102,49.61630229344139,64.95856393507987,53.9069254329976,65.45103501862887,52.091519083475156,60.17971168238397,47.483925876072675,95.61890008692465,49.87798760820532,60.17971168507258,47.483925875390014,95.61890008692467,49.877987608205316,36.53632934256599,14.055614065916977
6,6points_2,2064,51.96028,35.41274,43.745327,34.248253,31.927122,45.40639,43.499348,81.45117582997338,66.9502927751515,59.95165439905237,48.77530984015093,65.19206613916874,54.07949483781812,68.5010583549994,54.84292789690532,60.40071052070236,46.89807970467588,89.77354157164616,50.228102564582855,60.400710523326936,46.89807970709896,89.77354157164616,50.228102564582855,36.206836988411716,13.329695580691725
6,6points_3,2064,55.58097,38.287453,46.65488,37.112213,33.573185,49.2889,46.10616,81.45117582997338,66.9502927751515,57.26971682272657,46.509757839815904,63.40516488205185,51.30486881273803,75.914134698023,59.6946125253189,59.976329974855545,48.753536733729526,142.23365921614422,61.94463621110873,59.97632997808756,48.753536753920855,142.23365921614422,61.94463621110875,31.761610317101397,2.9487592260911333
6,6points_4,2064,56.047504,38.185516,46.61845,36.994293,34.539024,48.41024,47.49637,81.45117582997338,66.9502927751515,58.912507543152984,47.47708802042686,63.33895940083845,51.111682130713284,95.26420856827468,68.63309945466537,62.036602884096624,48.44250369020866,174.51845904183065,156.77531102264018,62.03660288936813,48.44250368939824,174.51845904183065,156.77531102264018,31.188833244045327,4.863149164047314
8,8points_1,2064,51.42502,35.334427,43.171753,33.73423,31.890594,44.784077,43.44468,81.45117582997338,66.9502927751515,57.95216412154284,47.07998754594618,63.55287043838279,52.67661210007665,65.01290461548638,52.09635099377246,60.177098423240224,47.12465448380898,88.22257004032065,47.890489160671535,60.17709843107378,47.124654507977255,88.22257004032066,47.89048916067151,36.86399516454509,11.262988897716763
8,8points_2,2064,55.013126,37.877697,45.312866,36.542805,33.353867,48.636635,45.778175,81.45117582997338,66.9502927751515,55.972274299477895,44.88229730579152,62.56706594215532,50.20648712706817,61.12781127873361,48.69030971390946,58.969773846861095,47.613679501570516,140.68382588166253,59.68491285272827,58.96977385246485,47.61367949565117,140.68382588166253,59.68491285272802,32.45876954787113,1.7136125665628468
8,8points_3,2064,51.13987,35.23812,42.432774,33.233692,31.926723,44.546627,43.27365,81.45117582997338,66.9502927751515,57.190267087545514,46.45946388149568,62.896428696475816,51.909067498972824,65.26828200845236,53.692692221928425,59.93939725416955,47.46563603310087,85.25060484213593,47.940204451353836,59.93939726944929,47.46563604151785,85.25060484213593,47.940204451353736,37.214080498120516,10.579417977437142
8,8points_4,2053,56.492493,38.483948,47.369522,36.89319,34.998417,48.492413,48.175735,81.39120030516207,66.91992568954052,58.24430968564583,46.90826737927531,63.067051086039456,51.03329066612198,76.52703687193635,57.84502877072155,62.862539681507975,49.816250604753044,174.88805180023908,158.48343762046557,62.86253969319954,49.816250608230774,174.88805180023905,158.48343762046557,30.59139997447817,3.0077049918171013
10,10points_1,2064,50.947933,35.00471,43.031555,33.202393,31.696527,44.30279,43.10783,81.45117582997338,66.9502927751515,56.09727281468221,45.52551560278128,62.394109325682194,51.35986502869657,57.61434793540286,46.13401347408432,59.00777143257735,46.775613199848166,70.10704472446825,44.27730528619652,59.00777144519908,46.77561322286995,70.10704472446827,44.27730528619657,37.449726565797405,9.179304731393295
10,10points_2,2064,50.842934,34.88344,42.212975,33.210045,31.63207,44.254044,42.935272,81.45117582997338,66.9502927751515,55.41167732443539,44.9627569435791,61.963439314579055,50.845921930026634,60.23260799784674,49.09792950099795,57.726502252689365,46.09333744616184,83.43759110795085,46.89886001971418,57.726502264531455,46.093337449103146,83.43759110795085,46.89886001971399,37.578637586622335,8.245091811424938
10,10points_3,2064,52.10101,35.21384,44.11847,34.619415,31.75887,45.50395,43.404152,81.45117582997338,66.9502927751515,55.62776120452227,45.31367631431139,63.65615140051836,52.027751609261756,62.04354103430123,48.369148184621906,58.4431496818145,46.18163987398181,70.78462081826231,44.27519272714103,58.44314968693425,46.18163987166261,70.78462081826231,44.27519272714083,36.03406109488756,6.339913308139892
10,10points_4,2064,51.028347,35.27356,42.496277,32.960636,32.08113,44.115414,43.611313,81.45117582997338,66.9502927751515,55.897767283392874,45.18150633659728,61.95219266791287,50.82903730517129,65.37142351497276,51.530182591000326,57.91130017452788,46.48208094973134,84.8887849780775,47.10426815633556,57.9113001983517,46.482080947332605,84.8887849780775,47.104268156335436,37.35100016002122,8.71129654128191
10,10points_5,2064,54.26082,37.19854,45.556915,35.20864,33.855953,46.78886,46.246838,81.45117582997338,66.9502927751515,56.336150042201105,45.43854362656542,61.58296313525455,49.29318729550357,74.14740894823323,53.19357111201336,61.075021891694625,48.37707619873109,145.78566818021554,87.88417882124676,61.07502190267531,48.377076197610144,145.7856681802155,87.88417882124673,33.38240003469936,3.6838363274756487
12,12points_1,2064,50.48925,35.132446,42.39721,33.09179,31.217781,44.188126,42.78858,81.45117582997338,66.9502927751515,53.351076769447516,43.622772596804765,61.67390550071361,50.26135142493899,57.226867366300766,44.234257446099335,56.32763513468738,45.54193689096363,50.93351215626909,38.61763528732428,56.32763514467916,45.541936890550396,50.93351215626908,38.61763528732418,38.012865169067545,5.364140256642253
12,12points_2,2064,50.296753,34.79135,42.144875,32.672974,31.38283,43.85678,42.623756,81.45117582997338,66.9502927751515,54.38691321750358,43.83890619166355,61.45739218316104,50.19733267267358,59.83627508730525,46.31609754846944,58.036418588319826,46.58859793854292,68.5432017401281,42.8289565342063,58.03641860546032,46.588597935986776,68.5432017401281,42.82895653420643,38.249199698872,7.520486171845708
