num_points,num_datasets,neural_mean_l2,neural_std_l2,neural_median_l2,neural_median_std,original_mean_l2,original_median_l2,sim_rbf_mean_l2,sim_rbf_median_l2,improvement_vs_original,improvement_vs_simrbf,similarity_mean_l2,similarity_median_l2,tps_mean_l2,tps_median_l2,pwa_mean_l2,pwa_median_l2
4,1,47.90813,0.0,41.682625,0.0,70.96263906072124,59.70190085432837,58.315799964143736,48.63622560629656,32.48823425978004,17.847083165781967,60.760679795474786,51.65369687022039,58.71481818049991,47.66156154513756,84.95278917560141,55.16991867026593
6,4,46.66473,2.250005006790161,39.858585,2.164428472518921,70.96263906072124,59.70190085432837,51.3830123684906,42.191843794503924,34.24042066260473,9.083989737858222,55.06492323464367,45.564525369407875,53.96813531173094,43.961413999929405,104.73229048973076,73.67156177893327
8,4,46.14669,2.558253765106201,39.217537,2.742100715637207,70.97015059665212,59.70190085432837,49.94854339727235,41.03700140354379,34.97771490240931,7.580979548090145,53.94333769999825,44.32160145995916,53.70766171834242,44.07159817998624,103.00203380614623,73.20089069853302
10,5,44.50985,1.471541166305542,37.749382,1.3866078853607178,70.96263906072124,59.70190085432837,48.697548897707634,40.11101616241113,37.27706344724214,8.60531863672925,53.11565927095232,43.89595240530447,52.11010379945181,42.34242593586285,79.32743515405986,55.483368450893224
12,6,43.36632,0.39001476764678955,36.901436,0.6437239646911621,70.96263906072124,59.701900854328365,47.26589409719879,38.92342867024552,38.88851366708377,8.234367723836298,52.43449946179819,43.0803196911096,51.31938915530019,41.71801497475402,62.54358830604349,43.560091973088355
14,5,43.24347,0.2950795292854309,36.428547,0.2732991576194763,70.96263906072124,59.70190085432837,46.417750407523265,38.01388427580569,39.06163782294205,6.829793893616977,51.98755470017598,42.47607206556802,50.83969855109114,41.49712548282464,60.807762869350384,42.824103815079056
16,3,43.052204,0.48439955711364746,36.136265,0.6548631191253662,70.96263906072124,59.70190085432838,45.77077823345652,37.45366392012352,39.33116820071868,5.941484842352632,51.61842876955271,41.72555772334277,50.20632588597088,41.198848505906504,58.817022659125826,41.95860535701787
18,1,42.826546,0.0,36.186634,0.0,70.96263906072124,59.70190085432837,45.49158156304906,37.35368246579786,39.64916428955488,5.858305550497122,51.383663179363616,41.69977356100275,49.90097420585184,41.07849769969392,56.018212869765925,41.2008584407502
