num_points,num_datasets,neural_mean_l2,neural_std_l2,neural_median_l2,neural_median_std,original_mean_l2,original_median_l2,sim_rbf_mean_l2,sim_rbf_median_l2,improvement_vs_original,improvement_vs_simrbf,similarity_mean_l2,similarity_median_l2,tps_mean_l2,tps_median_l2,pwa_mean_l2,pwa_median_l2
4,1,54.10213,0.0,46.075325,0.0,81.45117582997338,66.9502927751515,66.29995071208756,56.13624239581596,33.57722544996898,18.397931961012944,69.79041343437812,59.08896400150181,65.82482712415904,53.38064353022271,105.33994760181027,58.27059936698353
6,4,53.820164,2.313016176223755,45.079266,1.8076261281967163,81.45117582997338,66.9502927751515,59.06991023750324,48.094614498458775,33.92340247303111,8.799304509186788,64.22368858928473,52.60074280356676,60.64833876550962,47.894511501171685,125.53613997913641,79.70650935163428
8,4,53.517624,2.653242349624634,44.571728,2.2294986248016357,81.43618194877055,66.94270100374875,57.33975379855302,46.332504028127175,34.28206129625373,6.640931108383463,63.02085404076334,51.45636434805991,60.487202301444704,48.00505515580835,122.26126314108956,78.4997610213048
10,5,51.836205,1.4471628665924072,43.48324,1.3688805103302002,81.45117582997338,66.9502927751515,55.87412573384678,45.284399764766896,36.359165088405575,7.231888543943137,62.3097711687894,50.87115263373197,58.83274908666075,46.78194953369085,91.00074196179489,54.08796100212682
12,6,50.73645,0.3018009662628174,42.44868,0.28620144724845886,81.4511758299734,66.95029277515151,54.085141165024446,43.897982077895755,37.709369675637305,6.177529154272137,61.62709807609091,50.373233345623255,57.463794182618706,46.01982054381977,64.98087570520225,42.185103767960356
14,5,50.694134,0.2938392460346222,42.566296,0.30491122603416443,81.45117582997338,66.9502927751515,52.986789997794276,43.076628251345895,37.761323588050786,4.3201428101794335,61.251978111591754,49.8012705559808,56.84431566151856,45.64253238171893,60.106354654748905,40.57490625412942
16,3,50.57716,0.5268042087554932,42.621212,0.33182600140571594,81.45117582997338,66.9502927751515,52.14697241092361,42.08818162623087,37.9049405345938,3.0115719923805053,60.870103678619195,49.64056610601069,56.16049960919907,45.47554361692978,55.15589468552857,39.09335076247137
18,1,50.412487,0.0,42.765713,0.0,81.45117582997338,66.9502927751515,51.639937709507734,41.57259391677711,38.10710954589079,2.3769406663177364,60.54317281137645,49.72738595426557,55.777207145428775,45.24472272129215,49.93266641791765,38.04104857330041
