timestamp,target_index,target_x,target_y,gaze_x,gaze_y,dx,dy,spread,n_samples
2025-10-16T20:43:24.819,12,208,730,139,786,-69,56,40.08,119
2025-10-16T20:43:31.230,22,1398,998,1430,973,32,-25,15.87,119
2025-10-16T20:43:37.636,21,1100,998,1111,966,11,-32,23.74,119
2025-10-16T20:43:44.048,4,1398,194,1384,195,-14,1,40.18,119
2025-10-16T20:43:50.457,18,208,998,183,970,-25,-28,61.19,120
2025-10-16T20:43:56.875,7,506,462,492,436,-14,-26,46.88,119
2025-10-16T20:44:03.282,11,1695,462,1665,452,-30,-10,25.08,120
2025-10-16T20:44:09.686,6,208,462,292,428,84,-34,35.84,120
2025-10-16T20:44:16.085,23,1695,998,1662,961,-33,-37,20.17,117
2025-10-16T20:44:22.497,15,1100,730,1074,679,-26,-51,51.6,120
2025-10-16T20:44:28.892,0,208,194,219,197,11,3,30.15,116
2025-10-16T20:44:35.297,17,1695,730,1643,741,-52,11,35.21,119
2025-10-16T20:44:41.699,20,803,998,795,970,-8,-28,39.99,120
2025-10-16T20:44:48.119,8,803,462,780,465,-23,3,42.58,120
2025-10-16T20:44:54.529,9,1100,462,1109,448,9,-14,41.55,119
2025-10-16T20:45:00.938,1,506,194,520,181,14,-13,47.39,118
2025-10-16T20:45:07.346,13,506,730,505,730,-1,0,63.89,119
2025-10-16T20:45:13.741,14,803,730,801,716,-2,-14,52.54,119
2025-10-16T20:45:20.162,3,1100,194,1112,170,12,-24,47.4,119
2025-10-16T20:45:26.577,19,506,998,487,950,-19,-48,41.6,120
2025-10-16T20:45:32.995,10,1398,462,1361,380,-37,-82,43.99,120
2025-10-16T20:45:39.394,16,1398,730,1345,735,-53,5,49.48,119
2025-10-16T20:45:45.793,5,1695,194,1675,211,-20,17,28.17,118
2025-10-16T20:45:52.209,2,803,194,797,201,-6,7,41.17,119
