x,y
1194,232
1191,242
1183,240
1174,237
1192,228
1210,210
1179,185
1170,167
1164,146
1148,135
1144,141
1154,147
1171,162
1208,192
1234,208
1235,209
1220,210
1219,190
1198,171
1173,155
1153,134
1146,127
1149,133
1151,129
1135,125
1140,143
1139,147
1131,141
1129,146
1137,166
1148,173
1156,193
1162,211
1171,217
1186,219
1185,224
1172,231
1172,225
1174,219
1155,223
1155,226
1168,230
1168,241
1156,248
1164,234
1173,221
1175,217
1172,219
1170,206
1171,213
1166,212
1157,220
1155,215
1166,221
1176,222
1178,212
1175,208
1176,218
1182,234
1187,239
1179,241
1167,233
1190,217
1196,210
1199,219
1179,238
1172,235
1189,218
1183,203
1158,205
1141,210
1159,221
1165,225
1158,228
1160,238
1162,246
1163,234
1158,239
1149,234
1158,233
1164,229
1165,240
1165,242
1159,244
1148,244
1132,235
1130,232
1123,216
1143,189
1152,169
1148,203
1140,204
1140,170
1126,156
1122,133
1115,139
1114,149
1109,177
1110,178
1107,165
1124,158
1098,146
1093,153
1121,160
1136,171
1131,161
1120,161
1135,162
1140,175
1135,170
1129,157
1118,135
1122,132
1116,121
1118,114
1118,126
1141,153
1134,146
1128,141
