x,y
1076,671
1082,669
1104,663
1122,670
1132,667
1107,652
1088,659
1105,693
1106,718
1103,736
1106,740
1120,736
1132,720
1141,705
1138,706
1138,710
1128,708
1110,719
1099,737
1098,751
1101,744
1101,730
1100,706
1088,678
1092,659
1088,621
1094,606
1095,604
1086,602
1077,604
1068,607
1062,627
1061,624
1061,619
1067,614
1072,608
1077,598
1074,586
1080,582
1080,593
1069,613
1072,626
1082,645
1083,653
1083,670
1082,675
1078,680
1073,680
1069,683
1071,683
1076,677
1081,674
1082,668
1083,665
1077,660
1090,629
1098,600
1090,589
1091,588
1080,590
1081,591
1079,591
1069,609
1073,608
1070,610
1071,616
1077,642
1068,637
1063,625
1063,622
1071,648
1069,657
1071,649
1071,657
1078,660
1083,667
1060,676
1059,668
1054,662
1056,672
1057,661
1047,656
1044,660
1055,678
1097,698
1108,715
1112,740
1108,752
1111,755
1126,744
1139,739
1145,730
1139,689
1110,674
1076,655
1071,659
1070,662
1067,654
1059,644
1051,634
1047,614
1061,611
1061,603
1058,605
1102,640
1132,701
1134,713
1131,675
1125,667
1122,686
1126,741
1133,727
1125,709
1125,705
1128,678
1106,648
1086,649
1094,645
1090,649
1077,650
