x,y
275,953
269,947
267,966
249,973
218,977
212,974
232,954
257,943
279,962
271,990
270,1004
255,1018
242,1024
224,1007
217,992
205,978
186,977
186,970
182,950
179,928
192,927
207,939
202,947
208,945
203,956
205,963
209,970
223,964
215,953
199,938
213,930
219,933
216,947
213,973
217,992
208,970
197,942
190,937
199,942
232,962
253,973
253,976
240,977
252,972
273,968
291,959
297,957
276,955
263,961
253,974
249,999
258,996
251,1001
238,1001
237,999
238,1000
243,985
249,983
236,977
232,964
231,951
217,921
172,884
146,875
156,871
169,852
183,843
198,839
206,850
183,841
169,847
154,861
153,876
191,865
210,849
228,848
219,863
230,892
265,911
285,921
282,952
266,959
259,966
238,977
227,979
222,969
260,948
264,897
251,850
278,851
295,857
298,855
294,851
290,847
264,842
245,849
240,859
259,892
246,901
221,897
222,898
228,903
225,894
230,895
222,888
232,876
229,874
218,888
226,892
229,905
242,899
236,887
240,872
253,867
246,867
240,870
233,869
217,862
222,867
244,884
