x,y
1146,932
1149,930
1155,924
1156,915
1163,916
1137,924
1146,929
1151,927
1157,923
1171,914
1170,910
1169,908
1149,920
1152,918
1149,922
1142,921
1139,921
1142,917
1142,918
1144,921
1147,922
1151,922
1155,917
1154,916
1154,922
1161,911
1169,913
1171,909
1163,920
1159,916
1155,921
1147,925
1152,928
1142,932
1141,931
1143,932
1146,934
1150,930
1152,930
1161,925
1162,924
1159,915
1143,914
1142,911
1136,905
1131,907
1129,905
1134,900
1125,904
1128,906
1123,904
1122,902
1113,899
1114,899
1104,886
1090,878
1081,881
1089,878
1090,884
1094,885
1096,882
1096,878
1095,882
1098,882
1112,884
1125,896
1133,901
1133,897
1133,904
1144,916
1153,925
1151,927
1143,928
1137,929
1138,931
1139,933
1136,932
1135,933
1137,932
1138,930
1135,931
1137,928
1138,930
1140,929
1134,927
1140,944
1142,942
1146,941
1123,944
1133,934
1138,929
1146,927
1141,930
1142,926
1141,923
1140,921
1142,923
1142,925
1142,927
1140,925
1144,926
1151,933
1150,936
1145,938
1147,936
1150,935
1149,932
1146,933
1145,931
1143,932
1141,931
1138,929
1139,925
1138,922
1137,922
1137,926
1143,919
1136,915
1131,913
