subject,model,mean_error,variance
subject_001,similarity,89.16147819603277,2745.578233501973
subject_001,poly,84.65614109250082,2966.777353604986
subject_001,"rbf[thin_plate,s=1.0]",88.69264049327447,3321.319159698697
subject_001,"rbf[multiquadric,s=0.0]",89.36578203939831,2983.2278994967373
subject_001,"rbf[multiquadric,s=1.0]",121.84632747426232,4762.86652061303
subject_001,"rbf[multiquadric,s=2.0]",169.47097098937732,9628.36376548805
subject_001,tps,88.69550016663699,3183.7429989585894
subject_001,pwa,84.81262390731338,3974.2062470208416
subject_001,gpr,79.43309759084333,2988.6338224978085
subject_001,"sim+rbf[thin_plate,s=1.0]",88.63074723576506,3210.7047569890196
subject_001,"sim+rbf[multiquadric,s=0.0]",89.35697725078013,3266.605461567414
subject_001,"sim+rbf[multiquadric,s=1.0]",83.87951321932732,2715.5354417905664
subject_001,"sim+rbf[multiquadric,s=2.0]",82.68012242008385,2647.610149069388
subject_001,sim+tps,88.69550016891797,3183.74299918674
subject_001,sim+pwa,84.8126239073134,3974.206247020844
subject_001,sim+gpr,85.694985065923,2800.0432353475853
subject_002,similarity,76.60668195592699,2090.8056990056207
subject_002,poly,79.09106913369435,2244.4648093642836
subject_002,"rbf[thin_plate,s=1.0]",80.17793382496865,2402.302942997918
subject_002,"rbf[multiquadric,s=0.0]",78.45593820975763,2337.939384378986
subject_002,"rbf[multiquadric,s=1.0]",99.17017349259302,2635.679234750835
subject_002,"rbf[multiquadric,s=2.0]",139.562260181583,6935.361909901601
subject_002,tps,79.5013313492888,2445.6979335217584
subject_002,pwa,93.85640115757556,8426.663405801903
subject_002,gpr,76.03311506891433,2005.558636877116
subject_002,"sim+rbf[thin_plate,s=1.0]",79.34641890136271,2381.5820444877395
subject_002,"sim+rbf[multiquadric,s=0.0]",80.35797976887683,2473.6833948510543
subject_002,"sim+rbf[multiquadric,s=1.0]",71.96243477838875,1473.500877644983
subject_002,"sim+rbf[multiquadric,s=2.0]",71.42885739964579,1393.4242424388997
subject_002,sim+tps,79.50133136149006,2445.6979347423894
subject_002,sim+pwa,93.85640115757558,8426.6634058019
subject_002,sim+gpr,76.50019954710193,2073.3157005569565
subject_003,similarity,140.93269674786737,10548.307686044487
subject_003,poly,122.82909885992194,9980.952549816717
subject_003,"rbf[thin_plate,s=1.0]",109.1069835410305,10109.52754852756
subject_003,"rbf[multiquadric,s=0.0]",113.95822814523412,10757.779894910542
