x,y
1764375089.4471664,1452,769
1764375089.4914932,1439,760
1764375089.5221334,1449,764
1764375089.561804,1460,773
1764375089.5870008,1450,806
1764375089.617054,1446,825
1764375089.6464663,1445,836
1764375089.6814713,1441,829
1764375089.7116678,1439,820
1764375089.741948,1448,825
1764375089.7815938,1454,827
1764375089.8117032,1446,821
1764375089.8519409,1443,818
1764375089.8822095,1437,797
1764375089.9111369,1433,781
1764375089.9567857,1430,781
1764375089.9919093,1421,777
1764375090.01669,1444,787
1764375090.0514665,1442,784
1764375090.0811484,1425,768
1764375090.1164098,1410,787
1764375090.1462111,1413,791
1764375090.1918538,1414,796
1764375090.2343075,1423,792
1764375090.2672546,1429,796
1764375090.306412,1430,806
1764375090.3262222,1442,807
1764375090.3567832,1448,802
1764375090.401613,1447,786
1764375090.4415493,1442,774
1764375090.4682124,1437,791
1764375090.4972792,1429,812
1764375090.5319927,1424,810
1764375090.5662024,1445,832
1764375090.6070154,1447,822
1764375090.6419768,1461,810
1764375090.6719952,1449,808
1764375090.7020535,1435,821
1764375090.7319195,1428,812
1764375090.761615,1429,816
1764375090.7913184,1430,811
1764375090.8214195,1439,828
1764375090.8516655,1448,827
1764375090.8822227,1441,841
1764375090.921417,1440,835
1764375090.9519503,1443,832
1764375090.98191,1446,844
1764375091.0217211,1435,853
1764375091.0516531,1423,854
1764375091.091733,1421,843
1764375091.1171076,1419,812
1764375091.152513,1421,793
1764375091.1864872,1422,794
1764375091.221434,1430,782
1764375091.2515852,1429,776
1764375091.2914498,1429,775
1764375091.32198,1450,806
1764375091.35663,1470,826
1764375091.386453,1459,827
1764375091.4167857,1437,811
1764375091.456943,1402,791
1764375091.4869046,1395,784
1764375091.521987,1418,802
1764375091.5610785,1437,823
1764375091.5871644,1441,840
1764375091.6215127,1433,825
1764375091.666952,1445,819
1764375091.706844,1441,833
1764375091.7513862,1439,856
1764375091.7866015,1443,826
1764375091.8214192,1427,786
1764375091.8461072,1427,767
1764375091.8764267,1430,765
1764375091.9079847,1452,792
1764375091.936394,1464,812
1764375091.9669075,1466,832
1764375091.996377,1439,822
1764375092.027037,1428,816
1764375092.0765486,1421,813
1764375092.1164079,1417,812
1764375092.142276,1416,807
1764375092.1668644,1422,805
1764375092.1962872,1423,792
1764375092.226748,1421,781
1764375092.2561686,1415,769
1764375092.2913215,1422,788
1764375092.3363898,1411,810
1764375092.3773742,1410,832
1764375092.4116056,1421,845
1764375092.451229,1426,853
1764375092.4861763,1454,838
1764375092.51767,1454,815
1764375092.5517828,1430,788
1764375092.5769029,1438,788
1764375092.6069772,1434,780
1764375092.6363485,1431,783
1764375092.6662197,1441,783
1764375092.696839,1456,786
1764375092.7280827,1470,796
1764375092.7677295,1461,797
1764375092.8017948,1440,793
1764375092.8411329,1448,787
1764375092.8812075,1464,785
1764375092.9071348,1456,800
1764375092.9379292,1455,808
1764375092.9661496,1452,820
1764375092.9968367,1429,804
1764375093.0262423,1417,790
1764375093.0671434,1421,772
1764375093.0967908,1443,776
1764375093.1312442,1443,803
1764375093.1617708,1424,818
1764375093.1960099,1408,829
1764375093.2314148,1398,832
1764375093.2614248,1406,828
1764375093.296293,1409,837
1764375093.3360097,1410,830
1764375093.3615482,1410,827
1764375093.4016566,1413,835
