timestamp,target_index,target_x,target_y,original_gaze_x,original_gaze_y,rbf_gaze_x,rbf_gaze_y,poly_gaze_x,poly_gaze_y,original_dx,original_dy,rbf_dx,rbf_dy,poly_dx,poly_dy,spread,n_samples
2025-11-28T16:11:14.214,7,1741,596,1733.4789915966387,662.218487394958,,,,,-7,66,,,,,33.16,119
2025-11-28T16:11:20.620,15,426,828,497.5966386554622,781.3361344537815,,,,,71,-46,,,,,32.86,119
2025-11-28T16:11:27.029,4,163,596,229.88793103448276,596.5431034482758,,,,,66,0,,,,,43.97,116
2025-11-28T16:11:33.435,17,1478,828,1434.6638655462184,806.8487394957983,,,,,-43,-21,,,,,28.01,119
2025-11-28T16:11:39.838,13,952,364,959.575,360.93333333333334,,,,,7,-3,,,,,23.97,120
2025-11-28T16:11:46.247,11,1741,1060,1690.8916666666667,1080.4416666666666,,,,,-50,20,,,,,31.09,120
2025-11-28T16:11:52.655,6,1215,596,1215.0756302521008,588.2436974789916,,,,,0,-7,,,,,21.08,119
2025-11-28T16:11:59.059,0,163,132,199.47899159663865,162.03361344537817,,,,,36,30,,,,,55.53,119
2025-11-28T16:12:05.464,14,1478,364,1478.7372881355932,354.228813559322,,,,,0,-9,,,,,25.51,118
2025-11-28T16:12:11.854,2,1215,132,1207.0666666666666,162.525,,,,,-7,30,,,,,17.77,120
2025-11-28T16:12:18.258,1,689,132,712.2352941176471,152.7731092436975,,,,,23,20,,,,,20.55,119
2025-11-28T16:12:24.653,3,1741,132,1716.3445378151262,147.05042016806723,,,,,-24,15,,,,,35.52,119
2025-11-28T16:12:31.067,10,1215,1060,1209.775,999.8583333333333,,,,,-5,-60,,,,,32.74,120
2025-11-28T16:12:37.464,16,952,828,963.6949152542373,800.6101694915254,,,,,11,-27,,,,,29.31,118
2025-11-28T16:12:43.863,9,689,1060,708.9568965517242,1004.75,,,,,19,-55,,,,,39.3,116
2025-11-28T16:12:50.258,5,689,596,714.6134453781513,586.6806722689075,,,,,25,-9,,,,,28.12,119
2025-11-28T16:12:56.656,12,426,364,468.05833333333334,362.825,,,,,42,-1,,,,,25.15,120
2025-11-28T16:13:03.057,8,163,1060,210.25,1002.698275862069,,,,,47,-57,,,,,30.17,116
