timestamp,target_index,target_x,target_y,original_gaze_x,original_gaze_y,rbf_gaze_x,rbf_gaze_y,poly_gaze_x,poly_gaze_y,original_dx,original_dy,rbf_dx,rbf_dy,poly_dx,poly_dy,spread,n_samples
2025-11-05T17:25:25.025,14,1478,364,1445.1932773109243,431.8067226890756,,,,,-32,67,,,,,47.44,119
2025-11-05T17:25:31.432,17,1478,828,1452.375,858.7833333333333,,,,,-25,30,,,,,30.66,120
2025-11-05T17:25:37.820,11,1741,1060,1678.080357142857,1071.955357142857,,,,,-62,11,,,,,58.89,112
2025-11-05T17:25:44.226,6,1215,596,1178.7226890756303,602.8823529411765,,,,,-36,6,,,,,37.72,119
2025-11-05T17:25:50.633,0,163,132,173.54621848739495,178.05042016806723,,,,,10,46,,,,,31.16,119
2025-11-05T17:25:57.039,2,1215,132,1179.6694915254238,192.17796610169492,,,,,-35,60,,,,,51.17,118
2025-11-05T17:26:03.430,15,426,828,408.1848739495798,731.5714285714286,,,,,-17,-96,,,,,38.43,119
2025-11-05T17:26:09.834,4,163,596,187.7310924369748,571.2016806722689,,,,,24,-24,,,,,34.29,119
2025-11-05T17:26:16.226,9,689,1060,668.175,945.3166666666667,,,,,-20,-114,,,,,35.3,120
2025-11-05T17:26:22.616,10,1215,1060,1164.2605042016808,1000.563025210084,,,,,-50,-59,,,,,23.22,119
2025-11-05T17:26:29.006,5,689,596,692.8389830508474,577.7033898305085,,,,,3,-18,,,,,40.87,118
2025-11-05T17:26:35.398,3,1741,132,1696.7478991596638,213.54621848739495,,,,,-44,81,,,,,37.49,119
2025-11-05T17:26:41.804,1,689,132,661.6050420168067,192.26050420168067,,,,,-27,60,,,,,39.0,119
2025-11-05T17:26:48.195,7,1741,596,1664.925,639.975,,,,,-76,43,,,,,48.9,120
2025-11-05T17:26:54.585,16,952,828,912.1186440677966,797.1949152542373,,,,,-39,-30,,,,,30.21,118
2025-11-05T17:27:00.983,8,163,1060,148.26050420168067,933.3865546218487,,,,,-14,-126,,,,,52.81,119
2025-11-05T17:27:07.380,13,952,364,904.5042016806723,383.97478991596637,,,,,-47,19,,,,,46.32,119
2025-11-05T17:27:13.775,12,426,364,423.6271186440678,369.66101694915255,,,,,-2,5,,,,,34.69,118
