subject,model,mean_error,variance
Freddie,similarity,92.08379520686212,3065.211862475201
Freddie,poly,93.63196861774193,3560.6860681760686
Freddie,"rbf[thin_plate,s=1.0]",110.27057054236063,5988.918323445173
Freddie,"rbf[multiquadric,s=0.0]",131.18577506335185,11083.892493280347
Freddie,"rbf[multiquadric,s=1.0]",240.76448606762114,32764.93163010807
Freddie,"rbf[multiquadric,s=2.0]",312.53995140319114,54939.29722264072
Freddie,tps,91.99389950891803,2968.1448081975414
Freddie,pwa,163.4550251362493,15925.873763581145
Freddie,gpr,110.50301485448387,6927.909457025138
Freddie,"sim+rbf[thin_plate,s=1.0]",94.34788742337344,3156.3140148115426
Freddie,"sim+rbf[multiquadric,s=0.0]",94.66238301822438,2843.9458319526925
Freddie,"sim+rbf[multiquadric,s=1.0]",89.21001860587286,2760.3156247974935
Freddie,"sim+rbf[multiquadric,s=2.0]",88.61575851863515,2776.626577316291
Freddie,sim+tps,91.99389951395644,2968.1448080685514
Freddie,sim+pwa,163.4550251362493,15925.873763581145
Freddie,sim+gpr,94.82844583020757,2733.26946990456
Jane,similarity,82.85073910511247,2909.936756509043
Jane,poly,90.44618936703353,3203.36836506689
Jane,"rbf[thin_plate,s=1.0]",98.69996832120559,5738.5571234434265
Jane,"rbf[multiquadric,s=0.0]",102.1793237409074,5581.732478419154
Jane,"rbf[multiquadric,s=1.0]",188.39711383706566,19597.09599753272
Jane,"rbf[multiquadric,s=2.0]",252.1199539173553,32960.61641249033
Jane,tps,86.2655650591145,3178.38113946542
Jane,pwa,149.56973351273209,16483.892099812783
Jane,gpr,140.19854686681455,12402.586747880321
Jane,"sim+rbf[thin_plate,s=1.0]",88.8772533971552,3785.4323889839025
Jane,"sim+rbf[multiquadric,s=0.0]",82.39712065672111,2618.344703830449
Jane,"sim+rbf[multiquadric,s=1.0]",80.34813806751608,2238.7043219559905
Jane,"sim+rbf[multiquadric,s=2.0]",80.00952363902921,2347.237250870931
Jane,sim+tps,86.26556505982666,3178.38113965729
Jane,sim+pwa,149.56973351273206,16483.892099812783
Jane,sim+gpr,79.57156210141785,2848.7777316683682
Joao,similarity,143.8498210638823,11072.53976791621
Joao,poly,125.62778426998437,10310.540630330153
Joao,"rbf[thin_plate,s=1.0]",122.11818886216604,13277.276486172274
Joao,"rbf[multiquadric,s=0.0]",146.16176879465942,15159.227930634686
Joao,"rbf[multiquadric,s=1.0]",211.95554353107656,21537.539679997997
Joao,"rbf[multiquadric,s=2.0]",271.04037535952693,32157.646138902815
Joao,tps,117.57266265571823,11829.639447020143
Joao,pwa,193.59684880012406,19268.511968885447
Joao,gpr,180.25653125921923,19624.605406017858
Joao,"sim+rbf[thin_plate,s=1.0]",119.32809325753476,12565.40607642687
Joao,"sim+rbf[multiquadric,s=0.0]",121.36246978777622,13035.33943826986
Joao,"sim+rbf[multiquadric,s=1.0]",111.1250668741141,9483.282932044913
Joao,"sim+rbf[multiquadric,s=2.0]",118.45507578302552,9815.197297986066
Joao,sim+tps,117.57266284613482,11829.63953707846
Joao,sim+pwa,193.59684880012406,19268.511968885447
Joao,sim+gpr,136.32835894224078,10285.562164815046
Khushee Goel,similarity,115.86609479757813,6699.795715359723
Khushee Goel,poly,235.84674635539082,49880.67983436545
Khushee Goel,"rbf[thin_plate,s=1.0]",203.37149856302707,28165.38967811492
Khushee Goel,"rbf[multiquadric,s=0.0]",133.7043752346655,7988.712227785795
Khushee Goel,"rbf[multiquadric,s=1.0]",206.95759532133053,14501.01547857692
Khushee Goel,"rbf[multiquadric,s=2.0]",284.2363373444208,27419.186127342527
Khushee Goel,tps,143.2942090559506,8420.944373666527
Khushee Goel,pwa,172.82835978983994,17424.868191624028
Khushee Goel,gpr,188.5778599851848,15489.480061735752
Khushee Goel,"sim+rbf[thin_plate,s=1.0]",182.19505822634596,18767.965140736385
Khushee Goel,"sim+rbf[multiquadric,s=0.0]",151.72048755965764,11024.64605205496
Khushee Goel,"sim+rbf[multiquadric,s=1.0]",118.99742837198949,5742.593674442735
Khushee Goel,"sim+rbf[multiquadric,s=2.0]",115.76900327984934,5492.156183738114
Khushee Goel,sim+tps,143.29420919969203,8420.944400248201
Khushee Goel,sim+pwa,172.82835978983994,17424.86819162403
Khushee Goel,sim+gpr,116.02481075115563,6683.773821202248
Liu Jiaqi,similarity,53.57508578361205,1400.519715476015
Liu Jiaqi,poly,65.12793403629513,21137.746837950715
Liu Jiaqi,"rbf[thin_plate,s=1.0]",62.72735195791221,3271.1019657249262
Liu Jiaqi,"rbf[multiquadric,s=0.0]",76.1554541312809,4830.617460339518
Liu Jiaqi,"rbf[multiquadric,s=1.0]",159.7154767373132,17608.859483934324
Liu Jiaqi,"rbf[multiquadric,s=2.0]",219.1391350640048,30350.6975412525
Liu Jiaqi,tps,52.411410814774726,1939.9503762029058
Liu Jiaqi,pwa,136.6517917393636,14741.699748741348
Liu Jiaqi,gpr,88.42469151578126,7419.258007395751
Liu Jiaqi,"sim+rbf[thin_plate,s=1.0]",51.8925313138837,1570.2036394754248
Liu Jiaqi,"sim+rbf[multiquadric,s=0.0]",50.65991066209149,1315.8065600809828
Liu Jiaqi,"sim+rbf[multiquadric,s=1.0]",47.26475821825535,1157.0372842615852
Liu Jiaqi,"sim+rbf[multiquadric,s=2.0]",48.28399739341136,1192.6558406655095
Liu Jiaqi,sim+tps,52.41141082447489,1939.9503766693042
Liu Jiaqi,sim+pwa,136.6517917393636,14741.699748741348
Liu Jiaqi,sim+gpr,52.09532699849869,1298.4477377361518
TJ,similarity,48.544334769800926,597.588489220942
TJ,poly,57.85763767364082,2562.892690245905
TJ,"rbf[thin_plate,s=1.0]",49.7931648868292,2748.503870183592
TJ,"rbf[multiquadric,s=0.0]",73.89419466131648,8308.85869100557
