x,y
1764370835.0304167,1510,413
1764370835.0602083,1416,431
1764370835.0948598,960,475
1764370835.1298888,871,472
1764370835.159423,864,462
1764370835.1959045,863,454
1764370835.2293375,865,458
1764370835.2596273,862,460
1764370835.2942636,858,443
1764370835.3341606,859,432
1764370835.3642385,859,426
1764370835.4049194,927,608
1764370835.4501266,989,675
1764370835.484889,990,678
1764370835.5146408,986,692
1764370835.5442152,971,702
1764370835.5750875,972,702
1764370835.6096683,966,705
1764370835.6448553,959,710
1764370835.6801908,944,796
1764370835.7145226,937,797
1764370835.7501302,933,796
1764370835.7796898,917,799
1764370835.8097668,911,795
1764370835.8392308,912,796
1764370835.869542,905,797
1764370835.9002328,905,797
1764370835.9299827,906,792
1764370835.9651105,904,788
1764370836.0043602,904,786
1764370836.036997,907,785
1764370836.0698886,906,831
1764370836.1090991,916,824
1764370836.1540403,912,825
1764370836.1890776,914,828
1764370836.2144203,911,832
1764370836.2493055,908,833
1764370836.2950826,908,832
1764370836.334109,910,831
1764370836.3592184,914,823
1764370836.389423,910,823
1764370836.4196742,911,826
1764370836.4491637,908,833
1764370836.4844167,909,837
1764370836.5247974,908,837
1764370836.5650094,909,834
1764370836.605009,907,831
1764370836.6296582,906,832
1764370836.6747775,915,835
1764370836.7142067,914,838
1764370836.7392564,911,837
1764370836.7699232,909,842
1764370836.824438,953,817
1764370836.859665,955,817
1764370836.8842518,956,815
1764370836.9147131,947,808
1764370836.9443984,1015,781
1764370836.9749825,950,805
